title,abstract,publication_year,doi,type,oa_url,author,topic,subfield,pdf_url,cited_by_count,id
Acoustic and ecological investigations into predator-prey interactions between Antarctic krill (Euphausia superba) and seal and bird predators,"1. Antarctic krill (Euphausia superba) form aggregations known as swarms that vary greatly in size and density. Six acoustic surveys were conducted as part of multidisciplinary studies at two study sites, the western and eastern core boxes (WCB and ECB), during the 1997, 1998 and 1999 austral summers, at South Georgia. A quantitative, automated, image processing algorithm was used to identify swarms, and calculate swarm descriptors, or metrics. In contrast to acoustic surveys of aggregations of other pelagic species, a strong correlation (r = 0.88, p = 0.02, 95% C.I.= 0.24 to 0.99) between the number of krill swarms and the mean areal krill density [rho.hat] was found. Multivariate analysis was used to partition swarms into three types, based on contrasting morphological and internal krill density parameters. Swarm types were distributed differently between inter-surveys and between on and off-shelf regions. \n\nThis swarm type variation has implications for krill predators, by causing spatial heterogeneity in swarm detectability, suggesting that for optimal foraging to occur, predators must engage in some sort of adaptive foraging strategy. \n\n2. Krill predator-prey interactions were found to occur at multiple spatial and temporal scales, in a nested, or hierarchical structure. At the largest inter-survey scale, an index of variability, I, was developed to compare variation in survey-scale predator sightings, sea temperature and [rho.hat]. Using I and a two-way ANOVA, core box, rather than year, was found to be a more important factor in determining species distribution. The absence of Blue-petrels (Halobaena caerulea) and the elevated number of Antarctic fur seals (Arctocephalus gazella) suggest that 1998 was a characterised by colder than average water surrounding South Georgia, and a high [rho.hat] in the ECB. At the smaller, intra-survey scales (&lt;80 km, &lt;5 day), the characteristic scale (distances in which \npredator group size, or krill density were similar, L_s) were determined. For krill and predators L_s varied by survey and the L_s of krill also varied by depth within a survey. Overlap in L_s were stronger between predator species than between a predator species and krill, indicating predators were taking foraging cues from the activity of predators, rather than from the underlying krill distribution. No relationship was found between swarm characteristics and predator activity, suggesting either there is no relationship between krill swarms and predators, or that the predator and acoustic observation techniques may not be appropriate to detect such a relationship.\n\n3. To overcome the 2-D sampling limitations of conventional echosounders, a multibeam echosounder (MBE) observed entire swarms in three-dimensions. Swarms found in the nearshore environment of Livingston Island situated in the South Shetland Islands, exhibited only a narrow range of surface area to volume ratios or roughnesses (R = 3.3, CV = 0.23), suggesting that krill adopt a consistent group behaviour to maintain swarm shape. Generalized additive models (GAM) suggested that the presence of air-breathing predators influenced the shape of a krill swarm (R decreased in the presence of predators: the swarm became more spherical). A 2D distance sampling framework was used to estimate the abundance, N, and associated variance of krill swarms. This technique took into account angular and range detectability (half-normal, [sigma_r.hat] = 365.00 m, CV = 0.16) and determined the vertical distribution of krill swarms to be best approximated by a beta-distribution ([alpha.hat] = 2.62, [CV.hat] = 0.19; [beta.hat] = 2.41, [CV.hat] = 0.15), giving the abundance of swarms in survey region as [N.hat] = 5,062 ([CV.hat] = 0.35). This research represents a substantial contribution to developing estimation of pelagic biomass using MBEs.\n\n4. When using a single- or split-beam missing pings occur when the transmit or receive cycles are interrupted, often by aeration of the water column, under the echosounder transducer during rough weather. A thin-plate regression spline based approach was used to model the missing krill data, with knots chosen using a branch and bound algorithm. This method performs well for acoustic observations of krill swarms where data are tightly clustered and change rapidly. For these data the technique outperformed the standard MGCV GAM, and the technique is applicable for estimating acoustically derived biomass from line transect surveys.",2008,NA,dissertation,http://hdl.handle.net/10023/579,Martin J. Cox,Marine animal studies overview; Marine and fisheries research; Underwater Acoustics Research,Ecology; Global and Planetary Change; Oceanography,http://hdl.handle.net/10023/579,1,96
Observations on Marine Mammals and Seabirds in the Antarctic: Ecological Fingerprints of Seaside Distributions during the 79th Voyage of the R/V Akademik Mstislav Keldysh,"A survey of the expedition on the R/V Akademik Mstislav Keldysh in the waters south of the southernmost tip of Argentina, in the Drake Passage, as well as in the vicinities of the Antarctic Peninsula, the Scotia Sea, and the northern part of the Weddell Sea, was undertaken during two trips: January 16–February 6 (hereafter, January) and February 8–March 3 (hereafter, February), 2020. We propose a new method for analyzing the results of ecological studies and, based on this method, present new information on the ecology and spatial distribution of marine mammals and seabirds of the Antarctic. A number of marine mammal and seabird species showed similar ecological fingerprints, indicating their similar spatial distributions and the same relations to the environmental conditions regardless of their systematic position. The fin whale, the humpback whale, the snow petrel, the Adélie penguin, the Antarctic petrel, and the southern fulmar showed similar specific patterns of ecological fingerprints in January, showing the association of these species to the sea areas with icebergs and/or cut ice. In February, the allocation of the whale species to icy areas weakened what was mirrored in their ecological fingerprints, while all the above-mentioned bird species still preserved this association. The ecological fingerprints clearly circumscribe the broadness of the abiotic ecological niche occupied by individual species or species clusters. Ecological fingerprints are capable of showing changes in species distribution areas in certain periods (the southern royal albatross), in the strategy of the area usage patterns (the Antarctic fur seal), as well as in other ecological features, including those not yet considered.",2022,https://doi.org/10.1134/s1062359022080088,article,NA,С. П. Харитонов; A. V. Tretyakov; А. Л. Мищенко; N. B. Konyukhov; A. E. Dmitriev; S. M. Artemyeva; G. Yu. Pilipenko,Marine and environmental studies; Food Industry and Aquatic Biology; Environmental and Biological Research in Conflict Zones,"Oceanography; Food Science; Management, Monitoring, Policy and Law",NA,2,97
"Ecosistema marino del estrecho de Bransfield, bahía Almirantazgo y alrededores de las islas Joinville y Elefante. ANTAR XXII, 2014","In the austral summer 2014, the Instituto del Mar del Peru developed the scientific XXII Peru Campaign to Antarctica, XXII ANTAR, aboard the BIC Humboldt. The results of research on the Antarctic marine ecosystem disclose the interrelationships between Antarctic krill (Euphausia superba), wildlife and accompanying flora, predators and oceanographic conditions prevailing in the middle. The sea surface temperature varied between -1.5 and 1.6 °C, associated with cold waters of the Weddell Sea, oxygen ranged between 5.3 and 8.24 mL/L. The phytoplankton community was composed of diatoms (i) central: Corethron criophilum, Proboscia alata and Rhyzosolenia styliformis; (ii) pennatales, with more frequent genres like Fragilaria sp., Fragilariopsis sp., Navicula sp. and Pseudo-nitzschia. The most important species of copepods zooplankton community were Calanoides acutus, Metridia gerlachei and Rhincalanus gigas, the quetognato Sagitta sp. and euphausiid Thysanoessa macrura. The pelagic community was dominated by krill E. superba (94.7%), followed by Salpa thompsoni (3.6%), and scyphozoas jellyfish Desmonema sp. and Peryphylla peryphylla (1.34%). Catching fish and ice lantern fish belonging to the families Channichthyidae, Paralepididae and Myctophidae was recorded. Antarctic marine biodiversity verified at depths between 90 and 161 m, was composed of 65 species belonging to 9 taxonomic groups. The dominant species in terms of relative abundance were: Asteroidea (Labidiaster annulatus, Pomachocrinus kerguelensis, Ophiuroidea 1), Teleostei (Notothenia gibberifrons, Chionodraco rastrospinosus and Chaenocephalus aceratus), Tunicata (Styela rotunda), Polychaeta (Phyllodocidae) Porifera (Sponge) Nudibranchia (Doris sp.), Cephalopoda (Paraledone sp., Eledone sp.), Cnidara (gorgonians) and Isopoda (Natatolona sp.). 25 species of seabirds belonging to 3 orders and 8 families were recorded, the most abundant species petrel (Daption capense), followed by petrel silver (Fulmarus glacialoides) and chinstrap (Pygoscelis antarctica) and 7 species marine mammals, belonging to 2 orders and 3 families, represented by observations of cetaceans (75.96%) and pinnipeds (24.04%). Among the cetaceans, they highlighted the humpback whale Megaptera novaeangliae, the fin whale Balaenoptera physalus, B. borealis and B. bonaerensis. Among the pinnipeds, Arctocephalus gazella was the most prevalent species. Wide distribution of krill in the study area were recorded, the largest acoustic densities (>1000 m/mn²) were observed around the Elephant and Joinville Islands; while lower acoustic densities (250-1000 m²/mn²) was recorded in the Bransfield Strait. One hydroacoustic biomass krill 7’330,574 t and 2’926,906 t by methods reflectivity (White Strength, TS) Stochastic Approximation Distorted Wave (SDWBA) and Greene, respectively estimated. These results were obtained greater than 2013 (876.367 t SDWBA method), mainly due to higher assessed area (Antar XXII, 21,071 nm2, 2014) compared to the previous season (Antar XXI, 8,040 nm2, 2013). The estimated around Elephant Island (4’569,039 t) biomass accounted for 62.3% of all existing biomass in the study area. High values of concentrations of Aromatic Hydrocarbons Total (HAT) and mercury in seawater in different areas Bransfield Strait, around Deception Island, south of Elephant Island and Admiralty Bay were recorded. High concentrations of mercury in samples of muscle tissue of fish N. gibberifrons (0.18 and 0.36 mg/kg) were observed.",2016,NA,article,NA,Marco Espino Sánchez; Patricia Ayón Dejo; Rodolfo Cornejo Urbina; Julio Alarcón Vélez; Luis Vásquez Espinoza; Javier Quiñones Dávila; Flor Chang; Elisa Goya Sueyoshi; Piero Villegas Apaza; Federico Velazco Castillo; Luis Quipuzcoa Olguín; David Castillo Cruz; Roberto Quesquén Liza; Sofía Rivadeneyra Villafuerte; Jonathan Correa Acosta,Cephalopods and Marine Biology; Marine Biology and Ecology Research; Space Exploration and Technology,"Ecology, Evolution, Behavior and Systematics; Oceanography; Aerospace Engineering",NA,1,98
Individual Specialization in a Generalist Apex Predator: The Leopard Seal,"Apex predators are typically considered dietary generalists, which often masks individual variability. However, individual specialization-consistent differences among individuals in resource use or ecological role-is common in apex predators. In some species, only a few specialized individuals can significantly impact prey populations. Leopard seals (<i>Hydrurga leptonyx</i>) are apex predators important to the structure and function of the Southern Ocean ecosystem. Though broadly described as generalists, little is known about their trophic ecology at the population or individual level. We analyzed δ<sup>13</sup>C and δ<sup>15</sup>N profiles in whiskers (<i>n</i> = 46) from 34 leopard seals in the Western Antarctic Peninsula to assess trophic variation. We also evaluated individual consistency across years using repeat samples from 7 seals over 2-10 years. We compared population and individual isotopic niche space and explored drivers of intraspecific variation in leopard seal trophic ecology. We find that leopard seals have a broad trophic niche (range: 6.96%-15.21‰) and are generalists at the population level. However, most individuals are specialists (59% for δ<sup>15</sup>N and δ<sup>13</sup>C), with only a few generalists (13% for δ<sup>15</sup>N, 6% for δ<sup>13</sup>C). Individuals also specialize at different trophic levels. Most variation in trophic ecology is driven by individual specialization, but sex and mass also contribute. We also find that some seals specialize over time, consistently foraging at the same trophic level, while others switch within and between years. This suggests some seals may disproportionately impact prey, especially when specialists consistently target specific species. Long-term specialization by a few leopard seals likely contributed to the decline of the local Antarctic fur seal population. Our findings show the importance of examining individual specialization in leopard seals across their range to understand their impact on other prey populations. This approach should be applied to other apex predator populations, as a few specialists can significantly impact ecosystems.",2025,https://doi.org/10.1002/ece3.71593,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.71593,Emily S. Sperou; Douglas J. Krause; Renato Borras‐Chavez; Patrick Charapata; Daniel P. Costa; Daniel E. Crocker; Kerri J. Smith; Bradley E. Thompson; A. Best; J. P. Anderson; Michael E. Goebel; Carolina A. Bonin; Sarah S. Kienle,Animal Ecology and Behavior Studies; Genetic diversity and population structure; Cephalopods and Marine Biology,"Ecology; Genetics; Ecology, Evolution, Behavior and Systematics",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.71593,1,99
"Temporal variation in the summer diet of Arctocephalus gazella at Stranger Point, Isla 25 de Mayo/King George, South Shetland Islands",NA,2025,https://doi.org/10.1007/s00300-025-03398-2,article,NA,G. A. Daneri; Ana Harrington; Mariana Descalzo; Agustina Negri; Alan Diego Moura de Farias; Javier Negrete,Marine and fisheries research; Isotope Analysis in Ecology; Marine animal studies overview,Global and Planetary Change; Ecology; Ecology,NA,0,100
Genomic analyses reveal trans-generational haul out site fidelity in leopard seals,"As top predators, leopard seals (Hydrurga leptonyx) have a key role in Southern Ocean ecosystems. For example, this species has driven the local collapse of Antarctic fur seals (Arctocephalus gazella) at Cape Shirreff, in the northern Antarctic Peninsula. However, little is known about leopard seal haul out site fidelity and social behavior. Here, we employ ""genomic tagging"" and relatedness analyses from a genome-wide single nucleotide polymorphism (SNP) dataset obtained from 88 leopard seal tissue samples to investigate patterns of seasonal haul out site fidelity and social structure at Cape Shirreff, a leopard seal hotspot during austral summers. Although many seals were observed only once, some females had remarkably high site fidelity returning to the same location across timeframes of up to eight years. Most leopard seals were unrelated, but we identified a trio of closely related females, including a mother-daughter pair, indicating that seasonal site fidelity can span generations. Interestingly, the mother leopard seal identified through our relatedness analyses is a foraging specialist that targets Antarctic fur seal pups; her diet changed very little over the past decade. Our findings suggest high individual variability in leopard seal behavior regarding site fidelity and social structure. Such flexibility may play a key role in this species' responses to environmental change.",2025,https://doi.org/10.1038/s41598-025-25641-w,article,https://www.nature.com/articles/s41598-025-25641-w.pdf,Carolina A. Bonin; David L. J. Vendrami; Michael E. Goebel; Sarah S. Kienle; Joseph I. Hoffman; Douglas J. Krause,Marine animal studies overview; Turtle Biology and Conservation; Avian ecology and behavior,Ecology; Nature and Landscape Conservation; Ecology,https://www.nature.com/articles/s41598-025-25641-w.pdf,0,101
Occurrence and group size of seals in the Western Antarctica: Results from the 2023 VII Turkish Antarctic Research Expedition,"Antarctica offers a unique opportunity to study climate-related changes and ecological responses due to its remoteness and relatively undisturbed ecosystems. Pinnipeds, which are among the top predators in the Southern Ocean, are important bioindicators of environmental conditions. This study presents data on the distribution, species composition, and group sizes of pinnipeds observed during the VII Turkish Antarctic Research Expedition along the Western Antarctic Peninsula (WAP) in January–February 2023. The observations were conducted both from the research vessel BIO Hespérides and during land-based surveys at nine sites located in the islands off the Danco and Graham Coasts, at the north side of Marguerite Bay, in South Shetland Islands and Trinity Peninsula. A total of 70 sightings were recorded, including five pinniped species from the Phocidae and Otariidae families: southern elephant seals (Mirounga leonina), Weddell seals (Leptonychotes weddellii), leopard seals (Hydrurga leptonyx), crabeater seals (Lobodon carcinophaga), and Antarctic fur seals (Arctocephalus gazella). No Ross seals (Ommatophoca rossii) were sighted. Southern elephant seals sightings (n = 40) were the most frequently recorded, especially in the northern part of the study area, with one group comprising up to 250 individuals. Weddell seals (n = 16) were mostly sighted on the sea ice near Adelaide Island, while Antarctic fur seals (n = 8) were observed both on land and at sea, with one unusually large aggregation (approximately 1,000 individuals). Leopard seals (n = 3) and crabeater seals (n = 2) were observed in small numbers, mostly as solitary individuals or in small groups. These results contribute to the baseline knowledge of pinniped distribution patterns along the WAP and provide insights into regional population structures during the austral summer. The data are important for future ecological monitoring and understanding of species-specific responses to environmental changes in Antarctic ecosystems.",2026,https://doi.org/10.5817/cpr2025-2-11,article,https://journals.muni.cz/CPR/article/download/42789/34941,Mustafa Sözen; Nastassia Uluduz,Marine animal studies overview; Turtle Biology and Conservation; Avian ecology and behavior,Ecology; Nature and Landscape Conservation; Ecology,https://journals.muni.cz/CPR/article/download/42789/34941,0,102
"Distribuition and occurency of pinnipeds in the Elephant Island, South Shetlands Islands, Antarctica, between 2005 and 2010 from aerial censuses","Pinnipeds are marine mammals of the Carnivora order. Some species were close to the complete extinction due to predatory hunt for their skin and blubber. Conservation measures have been taken to avoid extinction and population monitoring is essential to evaluate how populations are responding along the years. Remote sensing, from satellite images and aerial photographs, allows the monitoring through individual counting without interfering directly in the animals. The main objective of this work is to analyze aspects of the demography and the distribution of pinnipeds in the Elephant Island, located northeast of the Antarctic Peninsula, in the South Shetlands Islands, during the Austral summer (November to March) in the years of 2005 to 2010, using aerial censuses performed around the Elephant Island. The aerial censuses photographs were taken from Squirrel helicopters of the Brazilian Navy flying at a constant speed, 30 to 50 meters height along the island s perimeter. The data were obtained by counting the individuals registered in the photographs. The counting of all censuses summed 27.592 individuals along the years. Due to the fact that it was not possible to cover the totality of the island s perimeter in all censuses, the distribution and occurrence were studied dividing the island into seven sectors along its total perimeter. In general, the species observed more frequently in all sectors were the Southern elephant seals (Mirounga leonina) and Antarctic fur seals (Artocephalus gazella). Even though other seals species such as the Weddell seal (Leptonychotes weddelli), the leopard seal (Hydrurga leptonyx) and the crabeater seal (Lobodon carcinophaga) registered to the Elephant Island exhibited low representativeness in their occupancy, their presence is constant in all censuses. Using the statistical technique Principal Coordinates Analysis, we notice that the occupancy pattern of the Elephant Island by the pinnipeds is related to the substrate present in the different sectors of the island and to the period of the Austral summer sampled. Southern elephant seals settle in sectors of sandy substrate and exhibit the largest occupation during the earlier months of summer (November and December), while Antarctic fur seals preferably settle in rocky substrates and its occupancy is larger during the latest months of summer (January to February). New breeding sites were described in particular for the Antarctic fur seals in so called sectors of Valentin and Piloto Pardo. Preliminary data taken from satellite images of Valentin sector corroborated the aerial photograph data and indicated that the Antarctic fur seals are the predominant species in this region. To our knowledge, this is the first study taken with aerial censuses data in the Elephant Island, and the results presented here have great use for the correct management and conservation politics for the pinnipeds.",2015,NA,dissertation,http://repositorio.ufsm.br/handle/1/5331,Mariana Borba Trevisan,Marine animal studies overview; Avian ecology and behavior; Polar Research and Ecology,Ecology; Ecology; Ecology,http://repositorio.ufsm.br/handle/1/5331,0,103
"Number of the Most Abundant Marine Mammals Species in the Vicinities of the Antarctic Peninsula, Scotia Sea, and Powell Basin","Abstract—Observations were conducted from the R/V Akademik Mstislav Keldysh in the Drake Passage, the vicinities of the Antarctic Peninsula, the Scotia Sea, and the northern Weddell Sea during two cruises in January–early March 2020 (cruise 79) and during a single cruise in January–February 2022 (cruise 87). The data make it possible to assess the number of the most abundant sea mammals in the area near the South Shetland Islands, Scotia Sea, and Powell Basin. The 2022 observation area in the Antarctic was located about 150 km east of the 2020 area. The survey area, which was a bit larger than 343 000 km2 in January–February 2020, hosted approximately 1200 humpback whales (Megaptera novaeangliae) and 2800 fin whales (Balaenoptera physalus). In 2022, this area hosted approximately 2500 fin whales and again more than 1200 humpback whales. The numbers of the Antarctic fur seals in each season here were assessed at approximately 2000–3000 animals. The type of distribution of these two whale species along the track of the vessel indicated the absence of intra- or interspecies food competition during the austral summers of 2020 and 2022. It was possible to evaluate the total numbers of Antarctic fur seal (Arctocephalus gazella); however, this assessment appeared less precise than the same ones for humpback and fin whales.",2023,https://doi.org/10.1134/s0001437023040069,article,NA,С. П. Харитонов; A. V. Tretyakov; P. V. Chukmasov; A. D. Chernetsky; Alexander Mischenko; N. B. Konyukhov; A. E. Dmitriev; S. M. Artemyeva; G. Yu. Pilipenko; M. S. Mamaev; L. G. Tretyakova; В. В. Рожнов,Marine animal studies overview; Arctic and Antarctic ice dynamics,Ecology; Atmospheric Science,NA,0,104
"Number of the Most Abundant Sea Mammal Species in the Vicinities of the Antarctic Peninsula, Scotia Sea and Powell Basin Area","Observations were conducted from the Research Vessel “Akademik Mstislav Keldysh” in the Drake Passage, vicinities of the Antarctic Peninsula, Scotia Sea and the northern part of the Weddel Sea during two voyages in January–early March 2020 (the vessel trip number 79) and during the single voyage in January–February 2022 (trip number 87). Data allow to evaluate the number of the most abundant sea mammals in the area near South Shetland Islands, Scotia Sea and Powell Basin. Observation area of 2022 in the Antarctic were located in about 150 km eastwards of the area of 2020. The area under survey of a little bit greater than 343 th. square km in January-February 2020 held approximately 1200 Humpback Whales (Megaptera novaeangliae) and 2800 Fin Whales (Balaenoptera physalus). In 2022 this area held approximately 2500 Fin Whales and again 1200 or more amount of Humpback Whales. Numbers of the Antarctic Fur Seals in each season here assessed approximately 2000-3000 animals. Type of distribution of these two whale species along the vessel track pointed on the absence of food competition either within or between these species during Antarctic summers of 2020 and 2022. It was possible to evaluate the total numbers of the Antarctic Fur Seal (Arctocephalus gazella), however this evaluation appeared to be less precise than the same ones for Humpback Whales and Fin Whales.",2023,https://doi.org/10.31857/s0030157423040068,article,NA,С. П. Харитонов; A. V. Tretyakov; P. V. Chukmasov; A. D. Chernechky; Alexander Mischenko; N. B. Konyukhov; A. E. Dmitriev; S. M. Artemyeva; G. Yu. Pilipenko; M. S. Mamaev; L. G. Tretyakova; В. В. Рожнов,Marine animal studies overview; Bat Biology and Ecology Studies; Isotope Analysis in Ecology,"Ecology; Ecology, Evolution, Behavior and Systematics; Ecology",NA,0,105
Marked population reduction in Antarctic fur seals challenges their Least Concern category,NA,2025,https://doi.org/10.2139/ssrn.5958155,preprint,https://doi.org/10.2139/ssrn.5958155,Jaume Forcada; Pete Pete Bucktrout; Martin  Anthony Collins; John Dickens; Michael Dunn; Nathan Fenney; Hoffman Joseph Ivan; Philip  R. Hollyman; A.J. Paijmans; Andrew Wood,Marine animal studies overview; Ichthyology and Marine Biology; Turtle Biology and Conservation,Ecology; Nature and Landscape Conservation; Nature and Landscape Conservation,NA,0,106
"Enfoque ecológico y comparativo en el monitoreo de pinnípedos (Mammalia: Pinnipedia) en los alrededores de la Estación Científica Pedro Vicente Maldonado, Antártida","Monitoring of pinnipeds around the Pedro Vicente Maldonado Scientific Station (South Shetland islands, Antarctica) was conducted between 2010 and 2014 and resumed in 2023–2024 during the austral summers, focusing on four pinniped species: Arctocephalus gazella, Leptonychotes weddellii, Hydrurga leptonyx, and Mirounga leonina. This study examined population dynamics, spatial distribution, and substrate preferences, particularly for A. gazella. The data analyzed in this study were collected through fixed-width transect surveys across 11 transects (46.8 km in 2023 and 27.0 km in 2024), using direct observation and statistical tests (Wilcoxon, Kruskal-Wallis). A total of 604 pinnipeds were recorded (340 in 2023 and 264 in 2024), with A. gazella (295 individuals) and M. leonina (250 individuals) being the most abundant. Despite interannual fluctuations, the analyses did not reveal significant differences in abundance between years (Wilcoxon, p &gt; 0.05). However, A. gazella exhibited a notable increase (4.7 ind./km) in 2024. Substrate preferences varied among species, with A. gazella predominantly occupying soft substrates (χ² = 95.18, p &lt; 0.05), while M. leonina preferred very soft substrates (χ² = 188.36, p &lt; 0.001) compared to other species. Spatial segregation was observed among species (Kruskal-Wallis, H = 8.62, p = 0.03), with A. gazella concentrated on Barrientos and Robert Islands, and H. leptonyx on Torre Island. The results align with the need for continuous monitoring of these species and highlight the importance of considering potential factors, such as food availability and climatic conditions, that may influence different populations.",2025,https://doi.org/10.59763/mam.aeq.v7i2.141,article,https://mammalia-aequatorialis.org/index.php/boletin/article/download/141/255,S. B. Álvarez,Marine animal studies overview; Cephalopods and Marine Biology; Bat Biology and Ecology Studies,"Ecology; Ecology, Evolution, Behavior and Systematics; Ecology, Evolution, Behavior and Systematics",https://mammalia-aequatorialis.org/index.php/boletin/article/download/141/255,0,107
"Supplementary material from ""A global cline in a colour polymorphism suggests a limited contribution of gene flow towards the recovery of a heavily exploited marine mammal""","Evaluating how populations are connected by migration is important for understanding species resilience because gene flow can facilitate recovery from demographic declines. We therefore investigated the extent to which migration may have contributed to the global recovery of the Antarctic fur seal (<i>Arctocephalus gazella</i>), a circumpolar distributed marine mammal that was brought to the brink of extinction by the sealing industry in the eighteenth and nineteenth centuries. It is widely believed that animals emigrating from South Georgia, where a relict population escaped sealing, contributed to the re-establishment of formerly occupied breeding colonies across the geographical range of the species. To investigate this, we interrogated a genetic polymorphism (S291F) in the melanocortin 1 receptor gene, which is responsible for a cream-coloured phenotype that is relatively abundant at South Georgia and which appears to have recently spread to localities as far afield as Marion Island in the sub-Antarctic Indian Ocean. By sequencing a short region of this gene in 1492 pups from eight breeding colonies, we showed that S291F frequency rapidly declines with increasing geographical distance from South Georgia, consistent with locally restricted gene flow from South Georgia mainly to the South Shetland Islands and Bouvetøya. The S291F allele was not detected farther afield, suggesting that although emigrants from South Georgia may have been locally important, they are unlikely to have played a major role in the recovery of geographically more distant populations.",2018,https://doi.org/10.6084/m9.figshare.c.4248443.v2,article,https://doi.org/10.6084/m9.figshare.c.4248443.v2,Joseph I. Hoffman; Erwin Bauer; A.J. Paijmans; Emily Humble; Lara Beckmann; C. Kubetschek; F. Christaller; N. Kröcker; Bernhard M. Fuchs; Angela Moreras; Y. D. Shihlomule; Marthán N Bester; Alison C. Cleary; P J Nico de Bruyn; Jaume Forcada; Michael E. Goebel; Simon Goldsworthy; Christophe Guinet; A. Rus Hoelzel; Christian Lydersen; KM Kovacs; Andrew Lowther,Animal Genetics and Reproduction,Genetics,NA,0,108
Deep Metagenomics Uncovers Functional Adaptations and Pathogenic Risks in the Gut Microbiome of Antarctic Fur Seals (Arctocephalus gazella),NA,2026,https://doi.org/10.21203/rs.3.rs-8441910/v1,preprint,https://www.researchsquare.com/article/rs-8441910/latest.pdf,Tingyi Lai; Y. H. Liu; Zedong Duan; Shiyuan Su; Jin Zhang; Haitao Ding; Mukan Ji; Li Liao,Aquaculture disease management and microbiota; Microbial Community Ecology and Physiology; Gut microbiota and health,Immunology; Ecology; Molecular Biology,https://www.researchsquare.com/article/rs-8441910/latest.pdf,0,109
"A 26‐Year Record of Seasonality and Interannual Variability in Marine Mammal Sightings From Northern Marguerite Bay, Antarctica","ABSTRACT Whales and seals are an important and often conspicuous component of the Southern Ocean pelagic fauna. Some species have been studied extensively, but almost exclusively in the austral summer, and winter data for any species are sparse. Here we report the results from a 26‐year record (1998–2023) of year‐round weekly observations of marine mammals in Ryder Bay, an inlet of northern Marguerite Bay on the western Antarctic Peninsula. Humpback Whales are summer visitors and can be present any time between December and May, though a few individuals may remain over winter. Minke Whales and Killer Whales are present year‐round, as are the three ice‐obligate phocid seals, Crabeater, Weddell and Leopard Seals. A few (1–12) Weddell Seal pups are born in most years. Southern Elephant Seals are seasonal visitors, with variable numbers hauled out to moult from November to June; a small number (1–6) of pups are born occasionally. Antarctic Fur Seals are present from February to June, often in large numbers, typically leaving once fast ice starts to form. All species were seen in pack‐ice concentrations ranging from open water to close pack, but none were seen once extensive fast ice developed. In those species that were present year‐round, sighting frequency was lower in winter than summer, suggesting a seasonal movement away from nearshore waters. Sighting frequency of Humpback Whales has increased over the study period, with whales arriving earlier by ~18 days per decade, and staying longer. Over the same period, sightings of Minke Whales have become less frequent, and those of Killer Whales more frequent. These changes are likely linked to shifts in ice dynamics driven by regional climate change along the western Antarctic Peninsula.",2026,https://doi.org/10.1002/ece3.73317,article,https://doi.org/10.1002/ece3.73317,A. Clarke; Alysa Fisher; Hugh J. Venables; Lucy Allen; R. G. Davies,Marine animal studies overview; Arctic and Antarctic ice dynamics; Polar Research and Ecology,Ecology; Atmospheric Science; Ecology,NA,0,110
Southern Ocean Fisheries,NA,2018,https://doi.org/10.1016/b978-0-12-409548-9.11636-7,book-chapter,NA,I. Everson,Marine and fisheries research; Marine animal studies overview; Isotope Analysis in Ecology,Global and Planetary Change; Ecology; Ecology,NA,0,111
"The foraging ecology, diet, and mass estimation of an apex predator, the leopard seal (Hydrurga leptonyx), at Livingston Island, Antarctic Peninsula","Describing the foraging dynamics of apex predators is crucial to understanding ecosystem function and to effective conservation and management. Leopard seals are conspicuous apex predators in Antarctic coastal ecosystems; however, their foraging ecology is poorly understood. Likely due to a geographical redistribution driven by pack-ice habitat reduction in the western Antarctic Peninsula, leopard seals have been hauling out at Cape Shirreff with increasing frequency in recent years. Utilizing that rare access we implemented an integrated sampling design including morphometrics, biological samples, and bio-logger deployments in January and February between 2008 and 2014. Subsequently, we quantified foraging behavior using: k-means cluster (diving), time-local convex hulls (movement), Bayesian stable isotope mixing models (diet), and linear regression (mass estimation) analyses. While they are typically described as generalist apex predators, video, dive, and movement data suggest they employ specialized foraging patterns. They affect coastal ecosystems through pathways beyond direct predation, including intraspecific kleptoparasitism, predator-induced stress effects, facultative scavenging and food caching. Leopard seal diving behavior is concentrated at night, is both shallow and coastal, and is composed of four distinct dive types. Haul-out probabilities were highest near midday and were positively correlated with available daylight. Video, scat and stable isotope analyses indicate that their summer diet contains four prey groups: Antarctic fur seals, pygoscelid penguins, krill, and demersal notothen fishes. Finally, measurements of body size and mass are fundamental to pinniped population management and research. The recent proliferation of unmanned aerial systems (UAS) in wildlife monitoring has provided a promising new platform for the photogrammetry of free-ranging pinnipeds. Photogrammetric measurements from a single, vertical image obtained using UAS were as accurate as ground measures, and provide a noninvasive approach for estimating the mass and body condition of pinnipeds. This dissertation provides substantial insight into the hunting tactics, foraging behavior, and diet of large adult female leopard seals and provides a viable option for future monitoring.",2016,NA,article,https://escholarship.org/uc/item/7mp1s7bw,Douglas J. Krause,Marine animal studies overview; Cryospheric studies and observations; Arctic and Antarctic ice dynamics,Ecology; Atmospheric Science; Atmospheric Science,https://escholarship.org/uc/item/7mp1s7bw,0,112
