title,abstract,publication_year,doi,type,oa_url,author,concept,topic,subfield,pdf_url,cited_by_count,id
Antarctic Krill Biomass and Flux Measured Using Wideband Echosounders and Acoustic Doppler Current Profilers on Submerged Moorings,"During austral summer 2018/2019, we deployed an array of six submerged moorings equipped with Nortek Signature100 integrated wideband echosounder and acoustic Doppler current profilers (ADCPs) on the continental shelf of the northern Antarctic Peninsula. Acoustic data from these instruments were used to classify targets, estimate water flow and the biomass of Antarctic krill ( Euphausia superba ), and quantify krill flux (biomass transport). We differentiated krill from other target aggregations using a supervised classification of data from the echosounder representing five wideband frequency bins spanning 68–113 kHz and two narrowband frequencies at 70 and 120 kHz. We estimated krill biomass using echosounder data collected at 120 kHz and water flow using the ADCP data. We estimated the biomass flux from the product of mean volumetric krill density and flow speed over a depth-integration range of 150 m. The overall mean krill areal biomass density based on hourly averages was 174 g⋅m –2 during the austral summer (December–March). Mean daily biomass decreased by an order of magnitude, from 300 to 31 g⋅m –2 , over the sampling period, and fluctuated by nearly a factor of 4 above and below the local trend within weekly intervals. Mean current direction was along-shelf toward the west, and mean flow speed increased from ∼0.10 to 0.14 m⋅s –1 during the season. Krill flux was correlated with biomass variation, and the grand mean flux was 0.13 g⋅m –2 ⋅s –1 . During the study period and in our approximately 1,300 km 2 study area, average total biomass of krill was 116265 metric tons, and total cumulative krill biomass was 2.5 million tons. Our results demonstrate the utility of integrated echosounder-ADCP systems for quantifying krill flux in an important foraging area used by krill-dependent predators (seabirds and marine mammals) that breed nearby and highlight the scales of variability in a key prey resource required by these predators.",2022,https://doi.org/10.3389/fmars.2022.784469,article,https://www.frontiersin.org/articles/10.3389/fmars.2022.784469/pdf,George R. Cutter; Christian S. Reiss; Sven Nylund; George M. Watters,Krill; Echo sounding; Oceanography; Euphausia; Environmental science; Biomass (ecology); Acoustic Doppler current profiler; Flux (metallurgy),Marine and fisheries research; Fish Ecology and Management Studies; Marine animal studies overview,Global and Planetary Change; Nature and Landscape Conservation; Ecology,https://www.frontiersin.org/articles/10.3389/fmars.2022.784469/pdf,14,235
"The relationship between coastal weather and foraging behaviour of chinstrap penguins, Pygoscelis antarctica","There is increasing interest in using higher-trophic level predators as ecosystem indicators because their performance is presumed to be linked to the overall function of the ecosystem that supports them. In the southwest Atlantic sector of the Southern Ocean, Antarctic krill (Euphausia superba) supports huge predator populations as well as a growing commercial fishery. To utilize information from the ecosystem in an adaptive framework for sustainably managing krill catch levels, performance indices of krill predators have been proposed as a proxy for krill abundance. However, there are several potentially confounding sources of variability that might impact predator performance such as the effects of environmental variability and fishing pressure on krill availability at scales relevant to predators. In this context, our study capitalises on the occurrence of an unexpected El Niño event to characterise how environmental variability can drive changes in predator foraging behaviour. We demonstrate a clear link between coastal downwelling and changes in the at-sea habitat usage of chinstrap penguins (Pygoscelis antarctica) foraging in a local krill fishing area. Penguins tracked from their breeding colonies on Powell Island, Antarctic Peninsula, undertook fewer, longer foraging trips during the downwelling-affected season compared with the season where no such downwelling was detected, suggesting that changes in climate-driven oceanography may have reduced krill availability along the northern shelf of the island. Our study demonstrates that penguin foraging behaviour is modified by scale-dependent processes, which if not accounted for may result in erroneous conclusions being drawn when using penguins as bioindicators of krill abundance.",2018,https://doi.org/10.1093/icesjms/fsy061,article,NA,Andrew Lowther; Phil Trathan; Arnaud Tarroux; Christian Lydersen; Kit M. Kovacs,Krill; Pygoscelis; Foraging; Euphausia; Antarctic krill; Apex predator; Seascape,Marine and fisheries research; Fish Ecology and Management Studies; Avian ecology and behavior,Global and Planetary Change; Nature and Landscape Conservation; Ecology,NA,13,236
Winter preconditioning determines feeding ecology of Euphausia superba in the Antarctic Peninsula,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 519:89-101 (2015) - DOI: https://doi.org/10.3354/meps11082 Winter preconditioning determines feeding ecology of Euphausia superba in the Antarctic Peninsula Christian S. Reiss*, Jennifer Walsh, Michael E. Goebel Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, La Jolla, CA 92037, USA *Corresponding author: christian.reiss@noaa.gov ABSTRACT: We examined the feeding ecology and lipid composition of Antarctic krill Euphausia superba around the northern Antarctic Peninsula from 2001 to 2012. We used lipid biomarkers to quantify feeding patterns and relate the variability in biomarkers to environmental conditions that structure the phytoplankton community. Fatty acid profiles varied among years, with some years dominated by lipids indicative of herbivory, while other years were indicative of greater omnivory. Principal component analysis of 60 fatty acids showed that 3 principal components (PCs) explained approximately 50% of the variability in fatty acid profiles. The first PC separated the fatty acid indicators along a herbivory-omnivory-carnivory gradient. Correlations between the gradient of herbivory and carnivory, as summarized by the first PC, were found with both winter sea ice extent (r = 0.55, p < 0.01) and with ENSO conditions the previous winter (r = 0.88, p < 0.001). These findings suggest that climatic conditions during the late winter precondition the pelagic ecosystem around the Antarctic Peninsula, impacting the trophic ecology of Antarctic krill the following summer. KEY WORDS: Antarctic krill · Lipid biomarker · El Niño · Feeding ecology · Southern Ocean · ∙ Euphausiids Full text in pdf format PreviousNextCite this article as: Reiss CS, Walsh J, Goebel ME (2015) Winter preconditioning determines feeding ecology of Euphausia superba in the Antarctic Peninsula. Mar Ecol Prog Ser 519:89-101. https://doi.org/10.3354/meps11082 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 519. Online publication date: January 20, 2015 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2015 Inter-Research.",2014,https://doi.org/10.3354/meps11082,article,https://www.int-res.com/articles/meps2014/519/m519p089.pdf,CS Reiss; Jennifer Walsh; ME Goebel,Euphausia; Antarctic krill; Ecology; Krill; Trophic level; Phytoplankton; Biology; Pelagic zone,Marine and fisheries research; Physiological and biochemical adaptations; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Ecology; Global and Planetary Change,https://www.int-res.com/articles/meps2014/519/m519p089.pdf,19,237
Trace and Toxic Elements Accumulation in Food Chain Representatives at Livingston Island (Antarctica),"First data for concentrations and distribution of trace and toxic elements in tissues and organs of brown skua(Catharacta lonnbergi), Gentoo penguin (Pygoscelis papua), crabeater seal (Lobodon carcinophagus), notothenioid fish(Notothenia coriiceps) and in krill (Euphausia superba), collected on Livingston Island (South Shetlands), Antarcticaare presented. Lead, cadmium, copper, zinc, manganese and cobalt were studied in liver, kidney, bone, spleen, muscle,heart and feathers. Generally, higher concentrations of toxic elements were found in liver and kidneys than in otherinvestigated tissues. The same elements in krill and notothenioid fish were also determined. The obtained data could serve as a starting point for broader investigation of the possible changes in the ecosystem of Antarctic Peninsula underclimate and environmental changes.",2010,https://doi.org/10.5539/ijb.v2n1p155,article,https://ccsenet.org/journal/index.php/ijb/article/download/3201/4029,Roumiana Metcheva; L. Yurukova; В. А. Безруков; Michaela Beltcheva; Yordan Yankov; Krastio Dimitrov,Euphausia; Krill; Antarctic krill; Cadmium; Biology; Feather,Mercury impact and mitigation studies; Environmental Toxicology and Ecotoxicology; Heavy metals in environment,"Health, Toxicology and Mutagenesis; Health, Toxicology and Mutagenesis; Pollution",https://ccsenet.org/journal/index.php/ijb/article/download/3201/4029,33,238
Evidence for Size-Selective Predation by Antarctic Humpback Whales,"Animals aggregate around resource hotspots, but what makes one resource more appealing than another can be difficult to determine. In March 2020 the Antarctic fjord Charlotte Bay included &amp;gt;5× as many humpback whales as neighboring Wilhelmina Bay, a site previously known for super aggregations of whales and their prey, Antarctic krill. We used suction-cup attached bio-logging tags and active acoustic prey mapping to test the hypothesis that whale abundance in Charlotte Bay would be associated with higher prey biomass density, and that whale foraging effort would be concentrated in regions of Charlotte Bay with the highest biomass. Here we show, however, that patch size and krill length at the depth of foraging were more likely predictors of foraging effort than biomass. Tagged whales spent &amp;gt;80% of the night foraging, and whales in both bays demonstrated similar nighttime feeding rates (48.1 ± 4.0 vs. 50.8 ± 16.4 lunges/h). However, whales in Charlotte Bay foraged for 58% of their daylight hours, compared to 22% in Wilhelmina Bay, utilizing deep (280–450 m) foraging dives in addition to surface feeding strategies like bubble-netting. Selective foraging on larger krill by humpback whales has not been previously established, but suggests that whales may be sensitive to differences in individual prey quality. The utilization of disparate foraging strategies in different parts of the water column allows humpback whales to target the most desirable parts of their foraging environments.",2022,https://doi.org/10.3389/fmars.2022.747788,article,https://www.frontiersin.org/articles/10.3389/fmars.2022.747788/pdf,David E. Cade; Shirel R. Kahane‐Rapport; Ben Wallis; Jeremy A. Goldbogen; Ari S. Friedlaender,Foraging; Krill; Bay; Predation; Humpback whale; Fishery; Biomass (ecology),Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and coastal plant biology,Ecology; Atmospheric Science; Oceanography,https://www.frontiersin.org/articles/10.3389/fmars.2022.747788/pdf,24,239
Recent Development in Multi-national Marine Ecosystem Surveys along the Antarctic Peninsula,"From an ecological point of view, the western part of the Atlantic sector is one of the most productive areas in the Southern Ocean. Antarctic krill (Euphausia superba) and krill-dependent predators such as fish, seals, and birds are abundant there, and most krill fisheries have operated in this area since 1970s. The hottest issues for the proper management of krill resources nowadays are to determine total biomass in this area, and to identify environmental forces controlling stock fluctuation. This paper reviews and collates information on ongoing oceanographic activities in the Antarctic Peninsula region concerning these issues. To delineate the status and function of Antarctic krill population in Antarctic marine ecosystems, multinational researches along the Antarctic Peninsula area have been developing recently. Four member states of CCAMLR (Japan, Russia, UK, and USA) had conducted acoustic surveys in January-February 2000 (socalled CCAMLR-2000 survey), and krill standing stock at 120 kHz was estimated to be 44.29 million metric tonnes in the western Atlantic sector of the Southern Ocean. On the other hand, the Southern Ocean GLOBEC (SO-GLOBEC) Programme has prepared a serial winter survey to examine the factors that govern krill survivorship and distribution in relation to shelf circulation processes. Ship-based surveys using ice-breakers are being conducted by three nations (Germany, UK, and USA) around the Marguerite Bay during the austral fall and winter 2001 and 2002. In addition to these two large-scale surveys, some CCAMLR members have carried out joint oceanographic surveys near the South Shetland Islands to detect ecosystem changes since 1994. Especially from December 1999 to February 2000, in conjunction with CCAMLR-2000 survey, four nations (Japan, Korea, Peru, and USA) conducted acoustic surveys to produce time-series information on krill distribution and biomass near the South Shetland areas. Though the aims of each program and the approach to solve the scientific questions were different each other, the results from each program fill the gaps between programs. Further cooperation and exchange in these activities could be beneficial to each program.",2001,NA,article,NA,Suam Kim,Krill; Antarctic krill; Euphausia; Peninsula; Oceanography; Fishery; Shetland; Marine ecosystem,Marine and fisheries research; Marine animal studies overview; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Ecology; Global and Planetary Change,NA,2,240
"Antarctic krill and ecosystem monitoring survey at South Orkney Islands in 2015, and assessing escape mortality of krill in trawls",NA,2015,NA,report,https://backend.orbit.dtu.dk/ws/files/116689737/Publishers_version.pdf,Georg Skaret; Bjørn A. Krafft; Ludvig Ahm Krag; Ronald Pedersen,Krill; Antarctic krill; Oceanography; Fishery,Marine and fisheries research; Fish Ecology and Management Studies; Atmospheric and Environmental Gas Dynamics,Global and Planetary Change; Nature and Landscape Conservation; Global and Planetary Change,https://backend.orbit.dtu.dk/ws/files/116689737/Publishers_version.pdf,0,241
Krill motion in the Southern Ocean: quantifying in situ krill movement behaviors and distributions during the late austral autumn and spring,"Abstract Krill movement behaviors and vertical distributions were measured in spring and autumn using a profiling stereo‐camera and environmental sensor system to quantify seasonal changes in the role of krill in Southern Ocean food webs. Krill were observed in May–June 2013 and December 2014 in 3 bays in the Western Antarctic Peninsula. Krill abundances and movement behaviors were determined from in situ image sequences collected for up to 10 min throughout the water column, up to 625 m deep; 3,345 individual krill tracks were collected. Seasonal changes in individual krill behaviors coincided with seasonal shifts in krill vertical distributions. During late spring, net upward swimming direction (0.9 ± 2.1° from horizontal) and vertical velocity (0.3 ± 0.2 body lengths [BL] s −1 ) resulted in shallower maximum abundances of krill within the water column proximate to near‐surface phytoplankton distributions. During late autumn, krill swimming patterns tended downward, including swimming direction (−5.2 ± 0.8° from horizontal) and vertical velocity (−0.1 ± 0.0 BL s −1 ), leading to deeper distributions proximate to the benthos. Individual krill motility was greater in spring than autumn, as evidenced by an increase in swimming speeds (5.4 ± 0.2 vs. 2.8 ± 0.0 BL s −1 ) and turning rates (120 ± 5 vs. 107 ± 2° s −1 ). Remarkably, krill in autumn were capable of swimming as quickly as krill in spring. These results suggest seasonal shifts in krill movement behaviors have direct ramifications for krill distributions, proximity to food sources, and impacts on biogeochemical cycling in coastal Antarctic waters.",2018,https://doi.org/10.1002/lno.11024,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.11024,Mary Kane; Regina Yopak; Christopher Roman; Susanne Menden‐Deuer,Krill; Antarctic krill; Water column; Oceanography; Euphausia; Environmental science,Marine and fisheries research; Marine Bivalve and Aquaculture Studies; Marine and coastal ecosystems,Global and Planetary Change; Global and Planetary Change; Oceanography,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.11024,23,242
Among-year variation in growth of Antarctic krill Euphausia superba based on length-frequency data,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 481:53-67 (2013) - DOI: https://doi.org/10.3354/meps10245 Among-year variation in growth of Antarctic krill Euphausia superba based on length-frequency data Andrew Olaf Shelton1,2,*, Douglas Kinzey3, Christian Reiss3, Stephan Munch4, George Watters3, Marc Mangel2,5,6 1Conservation Biology Division, Northwest Fisheries Science Center, National Marine Fisheries Service, National Oceanographic and Atmospheric Administration, 2725 Montlake Blvd E, Seattle, Washington 98112, USA 2Center for Stock Assessment Research, University of California, Santa Cruz, 110 Shaffer Road, Santa Cruz, California 95060, USA 3Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, National Marine Fisheries Service, National Oceanographic and Atmospheric Administration, 8901 La Jolla Shores Drive, La Jolla, California 92037, USA 4Fisheries Ecology Division, Southwest Fisheries Science Center, National Marine Fisheries Service, National Oceanographic and Atmospheric Administration, 110 Shaffer Road, Santa Cruz, California 95060, USA 5Department of Applied Mathematics and Statistics, Jack Baskin School of Engineering, University of California, Santa Cruz, Mail Stop SOE2, Santa Cruz, California 95064, USA 6Department of Biology, University of Bergen, 5020 Bergen, Norway *Email: ole.shelton@noaa.gov ABSTRACT: Understanding the temporal variability in vital rates (e.g. growth and survivorship) of wild populations is practically and statistically difficult but crucial for connecting such variation to mechanistic drivers and their population consequences. For somatic growth, empirical estimates of variation are rare because they often require expensive long-term tag-recapture programs. In marine pelagic ecosystems, where many species are difficult to sample and not amenable to tagging studies, researchers have relied on estimating growth from length-frequency distributions. We developed a general approach for estimating growth from observed length-frequency samples by combining kernel density estimates of the length-frequency distribution and the von Bertalanffy growth function. Our approach is conceptually straightforward and easy to implement. We applied the methods to Antarctic krill Euphausia superba collected from the Southern Ocean over a span of 19 yr to document among-year variation in krill growth during the austral summer. Our estimates of growth align closely with existing estimates of growth, but we provide the first estimates of among-year variation in krill growth. We estimate very high among-year variation in growth (annual estimates for a 30 mm krill in the Elephant Island region ranged from 0.00 to 0.17 mm d-1; mean = 0.073, among-year coefficient of variation ≈ 0.8). We correlated growth rate variation to estimates of ocean chlorophyll but not to other oceanographic indices, contrasting with results from previous studies. The large amount of variation in growth unexplained by environmental covariates has substantial implications for ecosystem management in the Southern Ocean ecosystem. KEY WORDS: von Bertalanffy · Krill · Growth · Temporal variation · Southern Ocean · Kernel density estimator · Antarctic Peninsula Full text in pdf format PreviousNextCite this article as: Shelton AO, Kinzey D, Reiss C, Munch S, Watters G, Mangel M (2013) Among-year variation in growth of Antarctic krill Euphausia superba based on length-frequency data. Mar Ecol Prog Ser 481:53-67. https://doi.org/10.3354/meps10245 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 481. Online publication date: May 07, 2013 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2013 Inter-Research.",2013,https://doi.org/10.3354/meps10245,article,https://www.int-res.com/articles/meps2013/481/m481p053.pdf,AO Shelton; Douglas Kinzey; Christian S. Reiss; Shari Munch; Gordon V. Watters; M. Mangel,Euphausia; Geography; Oceanography; Fishery; Fisheries science; Marine ecosystem; Krill,Marine and fisheries research; Fish Ecology and Management Studies; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Nature and Landscape Conservation; Global and Planetary Change,https://www.int-res.com/articles/meps2013/481/m481p053.pdf,16,243
Respiration and Excretion within a Mass Aggregation of Euphausia Superba: Implications for Krill Distribution,"The oceanographic environment within a mass aggregation of krill encountered north of Elephant Island in March 1981 was sampled with a submersible pump/CTD combination. Estimates of acoustic biomass made concurrently at 50 kHz were used to infer krill population density. At depths between 50-100 m, differences in dissolved oxygen and ammonium ion between two pumped hydrocasts made within the krill school and two made at adjacent sites but outside the school averaged -0.15 ml oxygen 1-1 and +0.75 μg-atoms NH4+ 1-1. Using previously reported data on the respiration and excretion rates of individual krill, we demonstrate that these differences could have been generated in 16-18 h. From information on the mean velocity of near-surface currents in the vicinity of Elephant Island, we speculate on how population density of krill schools may be constrained in time and space.",1984,https://doi.org/10.1163/1937240x84x00570,article,NA,Mark A. Johnson; Michael C. Macaulay; Douglas C. Biggs,Euphausia; Biology; Krill; Antarctic krill; Euphausiacea; Respiration,Marine and coastal ecosystems; Aquatic Ecosystems and Phytoplankton Dynamics; Marine Biology and Ecology Research,Oceanography; Environmental Chemistry; Oceanography,NA,30,244
"Changes in the C, N, and P cycles by the predicted salps-krill shift in the southern ocean","The metabolic carbon requirements and excretion rates of three major zooplankton groups in the Southern Ocean were studied in February 2009. The research was conducted in the framework of the ATOS research project as part of the Spanish contribution to the International Polar Year. The objective was to ascertain the possible consequences of the predicted zooplankton shift from krill to salps in the Southern Ocean for the cycling of biogenic carbon and the concentration and stoichiometry of dissolved inorganic nutrients. The carbon respiratory demands and NH4-N and PO4-P excretion rates of <5 mm size copepods, krill and salps were estimated by incubation experiments. The carbon-specific metabolic rates and N:P metabolic quotients of salps were higher than those of krill (furcilia spp. and adults) and copepods, and as expected there was a significant negative relation between average individual zooplankton biomass and their metabolic rates, each metabolic process showing a particular response that lead to different metabolic N:P ratios. The predicted change from krill to salps in the Southern Ocean would encompass not only the substitution of a pivotal group for Antarctic food webs (krill) by one with an indifferent trophic role (salps). In a zooplankton community dominated by salps the respiratory carbon demand by zooplankton will significantly increase, and therefore the proportion of primary production that should be allocated to compensate for the global respiratory C-losses of zooplankton. At the same time, the higher production by salps of larger, faster sinking fecal pellets will increase the sequestration rate of biogenic carbon. Similarly, the higher N and P excretion rates of zooplankton and the changes in the N:P stoichiometry of the metabolic products will modify the concentration and proportion of N and P in the nutrient pool, inducing quantitative and qualitative changes on primary producers that will translate to the whole Southern Ocean ecosystem.",2014,https://doi.org/10.3389/fmars.2014.00045,article,https://www.frontiersin.org/articles/10.3389/fmars.2014.00045/pdf,Miquel Alcaraz; Rodrigo Almeda; Carlos M. Duarte; Burkhard Horstkotte; S. Lasternas; Susana AgustÃ­,Oceanography; Antarctic krill; Krill; Environmental science,Oceanographic and Atmospheric Processes; Isotope Analysis in Ecology; Marine and coastal ecosystems,Oceanography; Ecology; Oceanography,https://www.frontiersin.org/articles/10.3389/fmars.2014.00045/pdf,84,245
Regional differences in quality of krill and fish as prey along the Western Antarctic Peninsula,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 509:39-55 (2014) - DOI: https://doi.org/10.3354/meps10868 Regional differences in quality of krill and fish as prey along the Western Antarctic Peninsula Kate E. Ruck*, Deborah K. Steinberg, Elizabeth A. Canuel Virginia Institute of Marine Science, College of William & Mary, PO Box 1346, Gloucester Point, VA 23062, USA *Corresponding author: ruck.kate@gmail.com ABSTRACT: The warming trend in the northern part of the Western Antarctic Peninsula (WAP) has led to a decrease in perennial and summer sea ice, an increase in heat content over the shelf, and lower phytoplankton biomass, which could affect the prey quality of krill and fish that are utilized by apex predators. We compared prey quality metrics, including elemental (C, N) content; total, neutral, and polar lipid content; and energy densities of known penguin prey items including krill (Euphausia superba, Thysanoessa macrura, and E. crystallorophias) and fish (silverfish Pleuragramma antarcticum and the myctophid Electrona antarctica) along the WAP latitudinal gradient each January from 2009 to 2011. E. antarctica had the highest prey quality in terms of lipid content and energy density, followed by T. macrura and P. antarcticum, then E. crystallorophias and E. superba. For all species, variations in C and N content were most strongly correlated with the animals’ neutral lipid content, in that animals with the larger neutral lipid stores had significantly higher C and lower N content. Across all sexes and maturity stages, E. superba in the southern study region had ca. 20% higher total lipid content than E. superba in the north, and a stepwise multiple linear regression analysis showed that latitude, sexual differences, and upper water column temperatures best explained this regional difference in lipid content. This regional variability in E. superba prey quality could affect the ability of apex predators that rely on E. superba to meet their energetic demands, and should be considered in future modeling efforts. KEY WORDS: Krill · Euphausia superba · Silverfish · Myctophid · Lipid content · Prey quality · Antarctic Peninsula Full text in pdf format PreviousNextCite this article as: Ruck KE, Steinberg DK, Canuel EA (2014) Regional differences in quality of krill and fish as prey along the Western Antarctic Peninsula. Mar Ecol Prog Ser 509:39-55. https://doi.org/10.3354/meps10868 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 509. Online publication date: August 27, 2014 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2014 Inter-Research.",2014,https://doi.org/10.3354/meps10868,article,https://www.int-res.com/articles/meps2014/509/m509p039.pdf,KE Ruck; Deborah K. Steinberg; EA Canuel,Euphausia; Krill; Antarctic krill; Predation; Oceanography,Marine and fisheries research; Fish Ecology and Management Studies; Coral and Marine Ecosystems Studies,Global and Planetary Change; Nature and Landscape Conservation; Ecology,https://www.int-res.com/articles/meps2014/509/m509p039.pdf,36,246
Synchronization in the molting and spawning activity of northern krill (<i>Meganyctiphanes norvegica</i>) and its effect on recruitment,"The molting, spawning, and recruitment of northern krill ( Meganyctiphanes norvegica ) were analyzed over an annual cycle (1999–2000) in the Clyde Sea (west coast of Scotland). Results supported the hypothesis of a functional relationship between egg production and molt development for the duration of the reproductive season (March to August), with one reproductive cycle being made up of two molt cycles. Females remained in reproductive condition throughout the reproductive season, and the timing of their spawning and molting was synchronized at the population level throughout this period. A semiempirical model predicted that the krill population produced an egg pulse every 20 to 26 d (depending on temperature), and three cohorts were evident in net samples taken later in the year. The likely date on which the first cohort was spawned was around 26 d after the main phytoplankton bloom, suggesting that the bloom triggered egg development in all adult females. Such a synchronized spawning period was observed directly in adult females 26 d after a bloom in March 2000. A total of three cohorts over the 6‐month reproductive season is less than the maximum of seven that would be possible if spawning occurred at a periodicity of between 20 and 26 d, suggesting that larval recruitment was not always successful. Analysis showed that successful recruitment was only achieved when chlorophyll a levels were adequate during both the period of egg maturation in the ovary and the subsequent development of larvae, especially the furcilia stages.",2003,https://doi.org/10.4319/lo.2003.48.5.2020,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.4319/lo.2003.48.5.2020,Geraint A. Tarling; Janine Cuzin‐Roudy,Biology; Antarctic krill; Krill; Moulting; Euphausia; Population; Larva; Bloom,Marine and fisheries research; Fish Ecology and Management Studies; Coral and Marine Ecosystems Studies,Global and Planetary Change; Nature and Landscape Conservation; Ecology,https://onlinelibrary.wiley.com/doi/pdfdirect/10.4319/lo.2003.48.5.2020,45,247
"Seasonal growth and mortality of Euphausia superba in Admiralty Bay, South Shetland Islands, Antarctica","The mean size of adult and juvenile Euphausia superba in populations sampled during 1979–1986 in Admiralty Bay, South Shetland Islands, Antarctica shows a sinusoidal seasonal oscillation: mean krill size is reduced in winter. This has previously been interpreted as evidence of negative growth. Monthly total mortality was highest over winter, between July and October: there was notable interannual variability. We suggest that the winter-time decrease in mean krill size in Admiralty Bay results from predation reducing the numbers of larger, but less abundant krill, at a time when juvenile krill spawned the previous summer are recruiting to the population. This mechanism can explain the seasonal oscillation of mean krill size, without invoking negative growth.",1991,https://doi.org/10.1093/icesjms/48.3.335,article,https://academic.oup.com/icesjms/article-pdf/48/3/335/2200401/48-3-335.pdf,Sam McClatchie; S. Rakusa-Suszczewski; K Filcek,Euphausia; Bay; Krill; Shetland; Antarctic krill; Juvenile; Oceanography; Predation; Population,Marine and fisheries research; Fish Ecology and Management Studies; Marine Bivalve and Aquaculture Studies,Global and Planetary Change; Nature and Landscape Conservation; Global and Planetary Change,https://academic.oup.com/icesjms/article-pdf/48/3/335/2200401/48-3-335.pdf,9,248
"Seasonal acoustic presence of marine mammals at the South Orkney Islands, Scotia Sea","Increased knowledge about marine mammal seasonal distribution and species assemblage from the South Orkney Islands waters is needed for the development of management regulations of the commercial fishery for Antarctic krill ( Euphausia superba ) in this region. Passive acoustic monitoring (PAM) data were collected during the autumn and winter seasons in two consecutive years (2016, 2017), which represented highly contrasting environmental conditions due to the 2016 El Niño event. We explored differences in seasonal patterns in marine mammal acoustic presence between the two years in context of environmental cues and climate variability. Acoustic signals from five baleen whale species, two pinniped species and odontocete species were detected and separated into guilds. Although species diversity remained stable over time, the ice-avoiding and ice-affiliated species dominated before and after the onset of winter, respectively, and thus demonstrating a shift in guild composition related to season. Herein, we provide novel information about local marine mammal species diversity, community structure and residency times in a krill hotspot. Our study also demonstrates the utility of PAM data and its usefulness in providing new insights into the marine mammal habitat use and responses to environmental conditions, which are essential knowledge for the future development of a sustainable fishery management in a changing ecosystem.",2024,https://doi.org/10.1098/rsos.230233,article,https://doi.org/10.1098/rsos.230233,Linn Åsvestad; Heidi Ahonen; Sebastian Menze; Andrew Lowther; Ulf Lindstrøm; Bjørn A. Krafft,Marine mammal; Krill; Guild; Habitat; Ecology; Baleen,Marine animal studies overview; Ichthyology and Marine Biology; Marine and fisheries research,Ecology; Nature and Landscape Conservation; Global and Planetary Change,NA,5,249
Genetic structure of declining chinstrap penguin (Pygoscelis antarcticus) populations from South Shetland Islands (Antarctica),"Seabirds and their response to climate perturbations are important bioindicators of changes in Antarctic ecosystems. During 30 years of observations of two chinstrap penguin (Pygoscelis antarcticus) colonies, one on King George Island and the other on Penguin Island (South Shetland Islands, Antarctica), the size of the breeding populations decreased by 84 and 41 %, respectively. We applied analyses of amplified fragment length polymorphisms to study the genetic structure of the two populations and to evaluate the influence of the sudden population decrease. Our data indicate that there were only weak genetic differences between the populations, which were not strong enough to support the hypothesis of population differentiation. Weak genetic differences observed between the two populations seem not to be determined by selection processes. We hypothesize that the very low level of between-population genetic structure can be explained by some extent of genetic drift, which is largely compensated by gene flow. Moreover, the two populations seem to remain in a stationary state. Our results support the hypothesis of limited natal philopatry in chinstrap penguins. The observed decrease in population size is probably caused by emigration or a rise in juvenile mortality due to the increasing krill limitation of the marine food web. However, detailed research is required to address this issue.",2012,https://doi.org/10.1007/s00300-012-1210-7,article,https://link.springer.com/content/pdf/10.1007/s00300-012-1210-7.pdf,Małgorzata Korczak−Abshire; Katarzyna J. Chwedorzewska; Paweł Wąsowicz; Piotr Tomasz Bednarek,Pygoscelis; Shetland; Biology; Krill; Population; Ecology; Philopatry; Genetic structure,Avian ecology and behavior; Genetic diversity and population structure; Marine and fisheries research,Ecology; Genetics; Global and Planetary Change,https://link.springer.com/content/pdf/10.1007/s00300-012-1210-7.pdf,20,250
