title,abstract,publication_year,doi,type,oa_url,author,concept,topic,subfield,pdf_url,cited_by_count,id
"Population decline of the cape petrel (Daption capense) on King George Island, South Shetland Islands, Antarctica","Abstract The Antarctic and the surrounding Southern Ocean are currently subject to rapid environmental changes and increasing anthropogenic impacts. Seabird populations often reflect those changes and so act as indicators of environmental variability. Their population trends may provide information on a variety of environmental parameters on the scale of years or decades. We therefore provide long-term data on the cape petrel ( Daption capense ) population from a long-term monitoring program on Fildes Peninsula, South Shetland Islands, Maritime Antarctic, an area of considerable human activity. Our data, covering a period of 36 years, indicate some variability, but no clear trend in the number of breeding pairs between the breeding seasons 1985 and 2006. However, beginning in the 2008 season, the population decreased significantly and reached a minimum in the 2020 season. The mean annual decrease between 2008 and 2020 was 10.6%. We discuss possible causes of this strong negative population trend. Anthropogenic disturbance only affects a few breeding sites in the area and is therefore unable, on its own, to explain the consistent population decline at all the breeding sites studied. We think it more likely that reduced food availability was the main cause of the drastic decline in the cape petrel population.",2021,https://doi.org/10.1007/s00300-021-02914-4,article,https://link.springer.com/content/pdf/10.1007/s00300-021-02914-4.pdf,Christina Braun; Jan Esefeld; Larissa A Savelieva; Hans-Ulrich Peter,Shetland; Seabird; Population; Biology; Cape; Population decline; Peninsula,Polar Research and Ecology; Avian ecology and behavior; Cryospheric studies and observations,Ecology; Ecology; Atmospheric Science,https://link.springer.com/content/pdf/10.1007/s00300-021-02914-4.pdf,9,254
Plastics everywhere: first evidence of polystyrene fragments inside the common Antarctic collembolan <i>Cryptopygus antarcticus</i>,"There is evidence and serious concern that microplastics have reached the most remote regions of the planet, but how far have they travelled in terrestrial ecosystems? This study presents the first field-based evidence of plastic ingestion by a common and central component of Antarctic terrestrial food webs, the collembolan Cryptopygus antarcticus . A large piece of polystyrene (PS) foam (34 × 31 × 5 cm) covered by microalgae, moss, lichens and microfauna was found in a fellfield along the shores of the Fildes Peninsula (King George Island). The application of an improved enzymatic digestion coupled with Fourier transform infrared microscopy (µ-FTIR), unequivocally detected traces of PS (less than 100 µm) in the gut of the collembolans associated with the PS foam and documented their ability to ingest plastic. Plastics are thus entering the short Antarctic terrestrial food webs and represent a new potential stressor to polar ecosystems already facing climate change and increasing human activities. Future research should explore the effects of plastics on the composition, structure and functions of polar terrestrial biota.",2020,https://doi.org/10.1098/rsbl.2020.0093,article,https://doi.org/10.1098/rsbl.2020.0093,Elisa Bergami; Emilia Rota; Tancredi Caruso; Giovanni Birarda; Lisa Vaccari; Ilaria Corsi,Microfauna; Biology; Moss; Terrestrial ecosystem; Microplastics; Ecology; Ecosystem; Lichen,Microplastics and Plastic Pollution; Polar Research and Ecology; Insect and Arachnid Ecology and Behavior,Pollution; Ecology; Genetics,NA,80,256
Emergence of Global Adaptive Governance for Stewardship of Regional Marine Resources,"Overfishing has historically caused widespread stock collapses in the Southern Ocean.Until recently, illegal, unreported, and unregulated (IUU) fishing threatened to result in the collapse of some of the few remaining valuable fish stocks in the region and vulnerable seabird populations.Currently, this unsustainable fishing has been reduced to less than 10% of former levels.We describe and analyze the emergence of the social-ecological governance system that made it possible to curb the fisheries crisis.For this purpose, we investigated the interplay between actors, social networks, organizations, and institutions in relation to environmental outcomes.We drew on a diversity of methods, including qualitative interviews, quantitative social network and survey data, and literature reviews.We found that the crisis triggered action of an informal group of actors over time, which led to a new organization (ISOFISH) that connected two independent networks (nongovermental organizations and the fishing industry), and later (COLTO) linked to an international body and convention (CCAMLR).The emergence of the global adaptive governance systems for stewardship of a regional marine resource took place over a 15-year period.We describe in detail the emergence process and illustrate the usefulness of analyzing four features of governance and understanding socialecological processes, thereby describing structures and functions, and their link to tangible environmental outcomes.",2013,https://doi.org/10.5751/es-05373-180204,article,https://www.ecologyandsociety.org/vol18/iss2/art4/ES-2012-5373.pdf,Henrik Österblom; Carl Folke,Stewardship (theology); Corporate governance; Environmental resource management,Coastal and Marine Management; Marine and fisheries research; Coral and Marine Ecosystems Studies,"Management, Monitoring, Policy and Law; Global and Planetary Change; Ecology",https://www.ecologyandsociety.org/vol18/iss2/art4/ES-2012-5373.pdf,136,262
Climate Variability and Ecological Response of the Marine Ecosystem in the Western Antarctic Peninsula (WAP) Region,"The Antarctic Peninsula, a relatively long, narrow extension of the Antarctic continent, defines a strong climatic gradient between the cold, dry continental regime to its south and the warm, moist maritime regime to its north. The potential for these contrasting climate regimes to shift in dominance from season to season and year to year creates a highly variable environment that is sensitive to climate perturbation. Consequently, long-term studies in the western Antarctic Peninsula (WAP) region, which is the location of the Palmer LTER (figure 9.1), provide the opportunity to observe how climate-driven variability in the physical environment is related to changes in the marine ecosystem (Ross et al. 1996; Smith et al. 1996; Smith et al. 1999). This is a sea ice–dominated ecosystem where the annual advance and retreat of the sea ice is a major physical determinant of spatial and temporal change in its structure and function, from total annual primary production to the breeding success and survival of seabirds. Mounting evidence suggests that the earth is experiencing a period of rapid climate change, and air temperature records from the last half century confirm a statistically significant warming trend within the WAP during the past half century (King 1994; King and Harangozo 1998; Marshall and King 1998; Ross et al. 1996; Sansom 1989; Smith et al. 1996; Stark 1994; van den Broeke 1998; Weatherly et al. 1991). Air temperature–sea ice linkages appear to be very strong in the WAP region (Jacka 1990; Jacka and Budd 1991; King 1994; Smith et al. 1996; Weatherly et al. 1991), and a statistically significant anticorrelation between air temperatures and sea ice extent has been observed for this region. Consistent with this strong coupling, sea ice extent in the WAP area has trended down during this period of satellite observations, and the sea ice season has shortened. In addition, both air temperature and sea ice have been shown to be significantly correlated with the Southern Oscillation Index (SOI), which suggests possible linkages among sea ice, cyclonic activity, and global teleconnections.",2003,https://doi.org/10.1093/oso/9780195150599.003.0018,book-chapter,NA,Raymond C. Smith; William R. Fraser,Peninsula; Climate change; Ecosystem; Oceanography; Marine ecosystem; Geography; Dominance (genetics),Arctic and Antarctic ice dynamics; Cryospheric studies and observations; Climate variability and models,Atmospheric Science; Atmospheric Science; Global and Planetary Change,NA,40,264
Annual Movement Patterns of Endangered Ivory Gulls: The Importance of Sea Ice,"The ivory gull (Pagophila eburnea) is an endangered seabird that spends its entire year in the Arctic environment. In the past three decades, threats from various sources have contributed to a >70% decline in Canada. To assess the annual habitat needs of this species, we attached satellite transmitters to 12 ivory gulls on Seymour Island, Nunavut in 2010, which provided up to four breeding seasons of tracking data. Analysis of migratory behaviour revealed considerable individual variation of post-breeding migratory route selection. Ivory gulls traveled a median of 74 days during post-breeding migration, but only 18 days during pre-breeding migration. In contrast to predictions, ivory gulls did not use the Greenland coast during migratory periods. Ivory gulls overwintered near the ice edge in Davis Strait, but also used the Labrador Sea in late February and March. We suggest that the timing of formation and recession and extent of sea ice plays a large role in ivory gull distribution and migratory timing.",2014,https://doi.org/10.1371/journal.pone.0115231,article,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0115231&type=printable,Nora C. Spencer; H. Grant Gilchrist; Mark L. Mallory,Seabird; Endangered species; Geography; Arctic; Satellite tracking; Habitat,Arctic and Antarctic ice dynamics; Cryospheric studies and observations; Avian ecology and behavior,Atmospheric Science; Atmospheric Science; Ecology,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0115231&type=printable,38,276
Diversity and structure of soil bacterial communities in the Fildes Region (maritime Antarctica) as revealed by 454 pyrosequencing,"This study assessed the diversity and composition of bacterial communities in four different soils (human-, penguin-, seal-colony impacted soils and pristine soil) in the Fildes Region (King George Island, Antarctica) using 454 pyrosequencing with bacterial-specific primers targeting the 16S rRNA gene. Proteobacteria, Actinobacteria, Acidobacteria, and Verrucomicrobia were abundant phyla in almost all the soil samples. The four types of soils were significantly different in geochemical properties and bacterial community structure. Thermotogae, Cyanobacteria, Fibrobacteres, Deinococcus-Thermus, and Chlorobi obviously varied in their abundance among the 4 soil types. Considering all the samples together, members of the genera Gaiella, Chloracidobacterium, Nitrospira, Polaromonas, Gemmatimonas, Sphingomonas and Chthoniobacter were found to predominate, whereas members of the genera Chamaesiphon, Herbaspirillum, Hirschia, Nevskia, Nitrosococcus, Rhodococcus, Rhodomicrobium, and Xanthomonas varied obviously in their abundance among the four soil types. Distance-based redundancy analysis revealed that pH (p < 0.01), phosphate phosphorus (p < 0.01), organic carbon (p < 0.05), and organic nitrogen (p < 0.05) were the most significant factors that correlated with the community distribution of soil bacteria. To our knowledge, this is the first study to explore the soil bacterial communities in human-, penguin-, and seal- colony impacted soils from ice-free areas in maritime Antarctica using high-throughput pyrosequencing.",2015,https://doi.org/10.3389/fmicb.2015.01188,article,https://www.frontiersin.org/articles/10.3389/fmicb.2015.01188/pdf,Neng Fei Wang; Tao Zhang; Fang Zhang; En Tao Wang; Jian Feng He; Hui Ding; Bo Tao Zhang; Jie Liu; Xiang Bin Ran; Jia Ye Zang,Actinobacteria; Proteobacteria; Pyrosequencing; Acidobacteria; Verrucomicrobia; Biology; Nitrospira,Polar Research and Ecology; Microbial Community Ecology and Physiology; Protist diversity and phylogeny,Ecology; Ecology; Molecular Biology,https://www.frontiersin.org/articles/10.3389/fmicb.2015.01188/pdf,85,286
"Where have all the petrels gone? Forty years (1978–2020) of Wilson’s Storm Petrel (Oceanites oceanicus) population dynamics at King George Island (Isla 25 de Mayo, Antarctica) in a changing climate","Abstract Numerous seabird species are experiencing population declines, and this trend is expected to continue or even accelerate in the future. To understand the effects of environmental change on seabird populations, long-term studies are vital, but rare. Here, we present over four decades (1978–2020) of population dynamic and reproductive performance data of Wilson’s Storm Petrels ( Oceanites oceanicus ) from King George Island (Isla 25 de Mayo), Antarctica. We determined temporal trends in population size, breeding output, and chick growth rates, and related interannual variation in these variables to various environmental variables. Our study revealed a decline of 90% in population size of Wilson’s Storm Petrels in two colonies, and considerable changes in breeding output and chick growth rates. Temporal changes in breeding demographics were linked to interannual environmental variation, either causing changes in food availability (particularly Antarctic krill, Euphausia superba ) or in nest burrow accessibility due to snow blocking the entrance. With the expected rise in air and sea surface temperatures, the predicted increases in precipitation over the Antarctic Peninsula will likely lead to increased snowstorm prevalence. Additionally, the rising temperatures will likely reduce food availability due to reduced sea ice cover in the wintering grounds of Antarctic krill, or by changing phyto- and zooplankton community compositions. The ongoing environmental changes may thus lead to a further population decline, or at the very least will not allow the population to recover. Monitoring the population dynamics of Antarctic seabirds is vital to increase our understanding of climate change-induced changes in polar food webs.",2023,https://doi.org/10.1007/s00300-023-03154-4,article,https://link.springer.com/content/pdf/10.1007/s00300-023-03154-4.pdf,Anne N. M. A. Ausems; Nadja D. Kuepper; D. Archuby; Christina Braun; Andrzej K. Gębczyński; Anja Gladbach; Steffen Hahn; Piotr Jadwiszczak; Philipp J. Kraemer; Marcela Libertelli; Stefan Lorenz; Benjamin Richter; Anja Russ; Tim Schmoll; Simon Thorn; John Turner; Katarzyna Wojczulanis‐Jakubas; Dariusz Jakubas; Petra Quillfeldt,Seabird; Population; Antarctic krill; Biology; Euphausia; Ecology; Arctic; Climate change,Avian ecology and behavior; Polar Research and Ecology; Marine animal studies overview,Ecology; Ecology; Ecology,https://link.springer.com/content/pdf/10.1007/s00300-023-03154-4.pdf,7,291
Relative Changes in Krill Abundance Inferred from Antarctic Fur Seal,"Antarctic krill Euphausia superba is a predominant species in the Southern Ocean, it is very sensitive to climate change, and it supports large stocks of fishes, seabirds, seals and whales in Antarctic marine ecosystems. Modern krill stocks have been estimated directly by net hauls and acoustic surveys; the historical krill density especially the long-term one in the Southern Ocean, however, is unknown. Here we inferred the relative krill population changes along the West Antarctic Peninsula (WAP) over the 20th century from the trophic level change of Antarctic fur seal Arctocephalus gazella using stable carbon (δ13C) and nitrogen (δ15N) isotopes of archival seal hairs. Since Antarctic fur seals feed preferentially on krill, the variation of δ15N in seal hair indicates a change in the proportion of krill in the seal's diets and thus the krill availability in local seawater. For the past century, enriching fur seal δ15N values indicated decreasing krill availability. This is agreement with direct observation for the past ∼30 years and suggests that the recently documented decline in krill populations began in the early parts of the 20th century. This novel method makes it possible to infer past krill population changes from ancient tissues of krill predators.",2011,https://doi.org/10.1371/journal.pone.0027331,article,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0027331&type=printable,Tao Huang; Liguang Sun; John Stark; Yuhong Wang; Zhongqi Cheng; Qichao Yang; Song Sun,Krill; Antarctic krill; Fur seal; Euphausia; Euphausiacea; Biology; Population; Oceanography; Fishery,Marine animal studies overview; Arctic and Antarctic ice dynamics; Marine and fisheries research,Ecology; Atmospheric Science; Global and Planetary Change,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0027331&type=printable,33,293
"Foraging strategies of grey-headed albatrosses Thalassarche chrysostoma: integration of movements, activity and feeding events","MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 280:261-273 (2004) - doi:10.3354/meps280261 Foraging strategies of grey-headed albatrosses Thalassarche chrysostoma: integration of movements, activity and feeding events Paulo Catry1,2,*, Richard A. Phillips1, Ben Phalan1, Janet R. D. Silk1, John P. Croxall1 1British Antarctic Survey, Natural Environment Research Council, High Cross, Madingley Road, Cambridge CB3 0ET, UK 2Present address: Unidade de Investigação em Eco-Etologia, Instituto Superior de Psicologia Aplicada, Rua Jardim do Tabaco 44, 1149-041 Lisboa, Portugal *Email: paulo.catry@netc.pt ABSTRACT: We identified a range of foraging strategies adopted by grey-headed albatrosses Thalassarche chrysostoma rearing chicks at Bird Island, South Georgia, by simultaneously using satellite telemetry, wet/dry activity recorders and stomach temperature loggers. The albatrosses foraged mostly over oceanic waters, probably associated with the Polar Front north of South Georgia, and also over shelf-slope waters around the Antarctic Peninsula. After leaving the colony, birds commuted to areas with predictable prey concentrations, where they remained for several days. During search periods, birds landed more often and had a higher intake rate, but spent the same proportion of time in flight as on commuting days. Although intake rates were particularly high in shelf-break waters around the Antarctic Peninsula (only one individual foraged in this area), prey were also consumed in reasonable quantities during commuting flights. While at sea, birds spent most (81%) of the day flying, and most (94%) of the night resting on the water. A considerable proportion (26% by mass) of prey was consumed during darkness. The majority of prey were detected and captured during search flights, but 35% were located while sitting on the sea surface. Many ingestion events (up to 27% of the overall food intake) showed temperature signatures characteristic of fluids, suggesting that albatrosses may feed on gelatinous and rapidly digested prey (e.g. salps and jellyfish) much more often than previously suspected. Diet samples delivered to the chicks comprised mostly squid (particularly Martialia hyadesi) and Antarctic krill Euphausia superba. KEY WORDS: Seabird · Feeding behaviour · Stomach temperature · Salp · Jellyfish · South Georgia Full text in pdf format PreviousNextExport citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 280. Online publication date: October 14, 2004 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2004 Inter-Research.",2004,https://doi.org/10.3354/meps280261,article,https://www.int-res.com/articles/meps2004/280/m280p261.pdf,Paulo Catry; RA Phillips; Ben Phalan; JRD Silk; J. P. Croxall,Foraging; Predation; Peninsula,Animal Behavior and Reproduction; Wildlife Ecology and Conservation; Fish Ecology and Management Studies,"Ecology, Evolution, Behavior and Systematics; Ecology; Nature and Landscape Conservation",https://www.int-res.com/articles/meps2004/280/m280p261.pdf,102,297
Eocene birds from the western margin of southernmost South America,"This study presents the first record of Eocene birds from the western margin of southernmost South America. Three localities in Magallanes, southern Chile, have yielded a total of eleven bird remains, including Sphenisciformes (penguins) and one record tentatively assigned to cf. Ardeidae (egrets). Two different groups of penguins have been recognized from these localities. The first group is similar in size to the smallest taxa previously described from Seymour Island, Marambiornis Myrcha et al., 2002, Mesetaornis Myrcha et al., 2002, and Delphinornis Wiman, 1905. The second recognized group is similar in size to the biggest taxa from Seymour Island; based on the available remains, we recognize the genus Palaeeudyptes Huxley, 1859, one of the most widespread penguin genera in the Southern Hemisphere during the Eocene. The stratigraphic context of the localities indicates a certain level of correlation with the geological units described on Seymour Island. The newly studied materials cast more light on the paleobiogeography of the group, extending the known ranges to the South American continent. In addition to the newly discovered birds, the presence of several taxa of elasmobranchs previously recovered exclusively from Eocene beds in the Southern Hemisphere help to clarify the age of the studied localities, widely discussed during the last decades. This paper verifies the presence of extensive Eocene sedimentary successions with fossil vertebrates along the western margin of southern South America, contrary to the previous assumption that such a record is lacking in Chile.",2010,https://doi.org/10.1666/09-157.1,article,NA,Michel Sallaberry; Roberto E. Yury-Yáñez; Rodrigo A. Otero; Sergio Soto‐Acuña; Teresa Torres,Southern Hemisphere; Taxon; Paleontology; Context (archaeology); Genus; Geology; Group (periodic table),Paleontology and Evolutionary Biology; Ichthyology and Marine Biology; Evolution and Paleontology Studies,Paleontology; Nature and Landscape Conservation; Paleontology,NA,33,306
"Genesis, properties and sensitivity of Antarctic Gelisols","According to the newest version of the US Soil Taxonomy permafrost-affected soils are Gelisols. Antarctic Gelisols in the cold deserts of the Ross Sea sector are formed under extreme conditions of low temperature and aridity. The main soil forming processes are oxidation and salinization, with almost complete absence of organic matter. The oldest soils date from around 13 Ma. The origin of most soil salts is atmospheric, linking these soils to those in other parts of the world through atmospheric processes. The soils have water contents in the active layer of the most arid areas &lt;1%. With decreasing latitude or proximity to the coast in East Antarctica and the Antarctic Peninsula, soil water contents increase and the soils support a range of soil organisms and plant species. At latitudes ≤66°S organic matter accumulation and several other pedogenic processes such as cryoturbation, mineral weathering, brunification, acidification, podzolization and redoximorphism occur. In addition, these soils receive nitrogen and phosphorus from seabirds. In most places summer thaw lasts little more than six weeks; thaw depths range from around 10–100 cm. A critical factor in the soil development is the albedo of the soil surface, since the absorbed energy controls weathering processes. The extreme fragility of the soils in the arid Ross Sea sector is largely due to the absence of structure, cohesion, moisture and organic materials. Recovery from physical human disturbances is in the order of hundreds to thousands of years. In East Antarctica and the Antarctic Peninsula plant and organisms growth is similarly slow and ecosystems are susceptible to human impact. The occurrence of many old soils at high inland elevation indicates that little response to global climatic change would be expected there. For the much younger soils in East Antarctica and the Antarctic Peninsula, when mean annual summer temperatures are higher, responses to global change and change in sea level may be significant.",1999,https://doi.org/10.1017/s0954102099000498,article,NA,L. Beyer; James G. Bockheim; Iain Campbell; G. G. C. Claridge,Soil water; Weathering; Pedogenesis; Podzol; Organic matter; Environmental science; Geology,Polar Research and Ecology; Climate change and permafrost; Geology and Paleoclimatology Research,Ecology; Atmospheric Science; Atmospheric Science,NA,66,312
Ecology of periphyton in a meltwater stream ecosystem in the maritime Antarctic,"The ecology of two meltwater streams on King George Island, Ornithologists Creek (with penguin rookeries close to its lower reaches) and Petrified Forest Creek (a highly oligotrophic system), was studied during the 1996–97 summer season. To estimate seasonal productivity of the periphyton and to establish which environmental parameters influenced periphyton growth most strongly, two types of artificial substrata (fibreglass nets – ash-free dry weight (AFDW), and microscope slides – Chlorophyll a (Chl a )) were tested in situ . Thus relative periphyton productivity (RPP) reflects algal colonization and growth as well as losses due to cell mortality and abrasive action of moving sediments. The Petrified Forest Creek was more productive (AFDW = 108.63 μg cm −2 d −1 , Chl a = 0.35 μg g cm −2 d −1 ) than the Ornithologists Creek (AFDW = 69.90 μg cm −2 d −-1 , Chl a = 0.26 μg cm −2 d −1 ). RPP differed both along the streams, and during the season. Significant positive or negative relationships (generalized linear models) were found between RPP and streamwater ‘physico-chemical parameters’ and ‘geomorphological-geographical characteristics’ of the streams' catchments. In addition, in the lower reaches of both streams almost no active colonization or growth was recorded. In the Petrified Forest Creek, the periphyton biomass was so high that mainly passive organic matter deposition occurred. By contrast, in the lower reach of Ornithologists Creek, periphyton colonization and growth was around zero, being negatively influenced by penguin excrement. Ornithologists Creek was richer in nutrients (DIN, DRP), which also fluctuated more widely along its length and throughout the season, than in the Petrified Forest Creek. Parameters associated with the inorganic carbon cycle of the streamwater reflect higher RPP in Petrified Forest Creek. Moreover, RPP was higher in stream reaches with higher amounts of gravel boulders on the bottom.",2003,https://doi.org/10.1017/s0954102003001226,article,https://doi.org/10.1017/s0954102003001226,Josef Elster; Ondřej Komárek,Periphyton; Meltwater; STREAMS; Ecology; Environmental science; Chlorophyll a,Polar Research and Ecology; Marine Biology and Ecology Research; Marine and coastal ecosystems,Ecology; Oceanography; Oceanography,NA,54,315
"Feeding selectivity in <i>Notothenia neglecta</i>, Nybelin, from Potter Cove, South Shetland Islands, Antarctica","A study of feeding selectivity in Notothenia neglecta Nybelin 1951, was carried out between October 1988 and January 1989 at Potter Cove, King George Island, where this is the dominant fish species. The abundance and biomass of benthic organisms from 0–40m were compared with their occurrence in the diet of 142 fish. The Ivlev index indicated that the food items positively selected by the fish were sedentary polychaetes, the isopod Glyptonotus antarcticus , the gammarid amphipod Paradexamine sp., the bivalve Dacrydyum sp., the gastropods Margarella antarctica and Eatoniella sp., and algae. The biomass of the benthic community in the sampling area was low, presumably due to the effects of anchor ice. Despite being pelagic, krill ( Euphausia superba ) was by far the main food of N. neglecta which is considered a benthic feeder.",1990,https://doi.org/10.1017/s0954102090000281,article,NA,Esteban Barrera-Oro; Ricardo Casaux,Cove; Shetland; Benthic zone; Euphausia; Biology; Fishery; Krill; Pelagic zone,Marine Biology and Ecology Research; Isotope Analysis in Ecology; Marine Bivalve and Aquaculture Studies,Oceanography; Ecology; Global and Planetary Change,NA,63,316
The role of science and advocacy in the conservation of Southern Ocean albatrosses at sea,"Abstract Mortality of albatrosses (and petrels) as bycatch in longline fisheries is one of the most important and pervasive sources of mortality for many species and is often closely linked to observed population declines. In the area of the Southern Ocean managed by the Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR), which includes the waters around South Georgia, Prince Edward Islands, Iles Crozet and Kerguelen (the most important sub-Antarctic breeding sites for many albatross - and petrel - species), such bycatch was reduced to negligible levels (in demographic terms) over the last decade. The process by which this was achieved, in terms of data, policy and practice, together with an assessment of the main drivers and obstacles, is described. The extent to which the CCAMLR example is a model for other Regional Fisheries Management Organisations (RFMOs) (and even for states with jurisdiction in relevant coastal waters) is assessed. Some current actions and priorities for further action in relation to seabird bycatch are summarised.",2008,https://doi.org/10.1017/s0959270908000300,article,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2FE5BEFF5746935B53EDF8B0B7873735/S0959270908000300a.pdf/div-class-title-the-role-of-science-and-advocacy-in-the-conservation-of-southern-ocean-albatrosses-at-sea-div.pdf,John P. Croxall,Bycatch; Seabird; Fishery; Albatross; Geography,Marine animal studies overview; Isotope Analysis in Ecology; Marine and fisheries research,Ecology; Ecology; Global and Planetary Change,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2FE5BEFF5746935B53EDF8B0B7873735/S0959270908000300a.pdf/div-class-title-the-role-of-science-and-advocacy-in-the-conservation-of-southern-ocean-albatrosses-at-sea-div.pdf,34,322
"Soil–landform–plant-community relationships of a periglacial landscape on Potter Peninsula, maritime Antarctica","Abstract. Integrated studies on the interplay between soils, periglacial geomorphology and plant communities are crucial for the understanding of climate change effects on terrestrial ecosystems of maritime Antarctica, one of the most sensitive areas to global warming. Knowledge on physical environmental factors that influence plant communities can greatly benefit studies on the monitoring of climate change in maritime Antarctica, where new ice-free areas are being constantly exposed, allowing plant growth and organic carbon inputs. The relationship between topography, plant communities and soils was investigated on Potter Peninsula, King George Island, maritime Antarctica. We mapped the occurrence and distribution of plant communities and identified soil–landform–vegetation relationships. The vegetation map was obtained by classification of a QuickBird image, coupled with detailed landform and characterization of 18 soil profiles. The sub-formations were identified and classified, and we also determined the total elemental composition of lichens, mosses and grasses. Plant communities on Potter Peninsula occupy 23% of the ice-free area, at different landscape positions, showing decreasing diversity and biomass from the coastal zone to inland areas where sub-desert conditions prevail. There is a clear dependency between landform and vegetated soils. Soils that have greater moisture or are poorly drained, and with acid to neutral pH, are favourable for moss sub-formations. Saline, organic-matter-rich ornithogenic soils of former penguin rookeries have greater biomass and diversity, with mixed associations of mosses and grasses, while stable felsenmeers and flat rocky cryoplanation surfaces are the preferred sites for Usnea and Himantormia lugubris lichens at the highest surface. Lichens sub-formations cover the largest vegetated area, showing varying associations with mosses.",2015,https://doi.org/10.5194/se-6-583-2015,article,https://www.solid-earth.net/6/583/2015/se-6-583-2015.pdf,Everton Luís Poelking; Carlos Ernesto Gonçalves Reynaud Schaefer; Elpı́dio Inácio Fernandes Filho; André Medeiros de Andrade; Adriano Afonso Spielmann,Lichen; Landform; Plant community; Vegetation (pathology); Moss; Biomass (ecology),Polar Research and Ecology; Geology and Paleoclimatology Research; Cryospheric studies and observations,Ecology; Atmospheric Science; Atmospheric Science,https://www.solid-earth.net/6/583/2015/se-6-583-2015.pdf,40,323
Population status of the Antarctic shag <i>Phalacrocorax</i> (<i>atriceps</i>) <i>bransfieldensis</i>,"Abstract Antarctic shags Phalacrocorax ( atriceps ) bransfieldensis are the southernmost cormorants in the world and assessment of their conservation status has been complicated by the logistical challenges of obtaining regular estimates of population size, as well as by taxonomic ambiguity of the blue-eyed shag complex. The available information on the taxonomy, distribution and population size of Antarctic shags are reviewed and a refined estimate of the global population is presented: 11 366 breeding pairs, plus an additional 1984 pairs of uncertain taxonomic status in the South Orkney Islands. This analysis suggests a possible spatial shift in the distribution of Antarctic shags similar to that reported for other Antarctic seabirds, which probably reflects a gradient in environmental changes along the western Antarctic Peninsula. This review should aid future conservation and management assessments.",2018,https://doi.org/10.1017/s0954102017000530,article,NA,Michael B. Schrimpf; Ron Naveen; Heather J. Lynch,Peninsula; Geography; Population,Avian ecology and behavior; Wildlife Ecology and Conservation; Species Distribution and Climate Change,Ecology; Ecology; Ecological Modeling,NA,17,329
A comprehensive large‐scale assessment of fisheries bycatch risk to threatened seabird populations,"Abstract Incidental mortality (bycatch) in fisheries remains the greatest threat to many large marine vertebrates and is a major barrier to fisheries sustainability. Robust assessments of bycatch risk are crucial for informing effective mitigation strategies, but are hampered by missing information on the distributions of key life‐history stages (adult breeders and non‐breeders, immatures and juveniles). Using a comprehensive biologging dataset (1,692 tracks, 788 individuals) spanning all major life‐history stages, we assessed spatial overlap of four threatened seabird populations from South Georgia, with longline and trawl fisheries in the Southern Ocean. We generated monthly population‐level distributions, weighting each life‐history stage according to population age structure based on demographic models. Specifically, we determined where and when birds were at greatest potential bycatch risk, and from which fleets. Overlap with both pelagic and demersal longline fisheries was highest for black‐browed albatrosses, then white‐chinned petrels, wandering and grey‐headed albatrosses, whereas overlap with trawl fisheries was highest for white‐chinned petrels. Hotspots of fisheries overlap occurred in all major ocean basins, but particularly the south‐east and south‐west Atlantic Ocean (longline and trawl) and south‐west Indian Ocean (pelagic longline). Overlap was greatest with pelagic longline fleets in May–September, when fishing effort south of 25°S is highest, and with demersal and trawl fisheries in January–June. Overlap scores were dominated by particular fleets: pelagic longline—Japan, Taiwan; demersal longline and trawl—Argentina, Namibia, Falklands, South Africa; demersal longline—Convention for Conservation of Antarctic Marine Living Resources (CCAMLR) waters, Chile, New Zealand. Synthesis and applications . We provide a framework for calculating appropriately weighted population‐level distributions from biologging data, which we recommend for future fisheries bycatch risk assessments. Many regions of high spatial overlap corresponded with high seabird bycatch rates recorded by on‐board observers, indicating that our approach reliably mapped relative bycatch risk at large spatial scales. Implementation of effective bycatch mitigation in these high‐risk regions varies considerably. Although potential bycatch risk appears to have decreased since the early 2000s, albatross and petrel populations from South Georgia and elsewhere are still declining, emphasizing the need for much improved observer coverage and monitoring of compliance with bycatch regulations.",2019,https://doi.org/10.1111/1365-2664.13407,article,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.13407,Thomas A. Clay; Cleo Small; Geoffrey N. Tuck; Déborah Pardo; Ana P. B. Carneiro; Andrew G. Wood; John P. Croxall; Glenn T. Crossin; Richard A. Phillips,Bycatch; Demersal zone; Fishery; Pelagic zone; Seabird; Fishing; Geography; Threatened species,Avian ecology and behavior; Fish Ecology and Management Studies; Marine and fisheries research,Ecology; Nature and Landscape Conservation; Global and Planetary Change,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.13407,99,330
