site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Cape Hooker Rock (south),HORS,48.1,-61.982,-63.345,chinstrap penguin,9,1,2020,2019,200,5,nests,vhr,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Hovgaard Island,HOVG,48.1,-64.126,-65.131,gentoo penguin,17,2,2018,2017,2301,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,8,2,1987,1986,3000,3,adults,offshore vessel,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,30,1,2020,2019,1513,1,chicks,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,21,1,2022,2021,1052,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,macaroni penguin,21,1,2022,2021,4,1,adults,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,macaroni penguin,21,1,2022,2021,1,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,8,2,1987,1986,2000,3,adults,offshore vessel,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,15,12,2011,2011,1316,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,30,1,2020,2019,1029,1,chicks,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,21,1,2022,2021,302,2,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,1,2,2022,2021,694,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,macaroni penguin,15,12,2011,2011,9,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,macaroni penguin,1,2,2022,2021,5,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,macaroni penguin,1,2,2022,2021,5,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,23,12,1955,1955,3000,4,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,2,12,1971,1971,3215,3,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,9,2,1980,1979,2420,1,chicks,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,12,12,1979,1979,2343,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,4,2,1981,1980,4076,1,chicks,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,31,12,1980,1980,2140,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,20,11,1983,1983,2287,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,28,12,1983,1983,2393,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,15,12,1984,1984,2525,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,7,2,1986,1985,2683,1,chicks,ground,"</sub>author [1] ""G. M. Heimark"" ""R. J. Heimark""  </sub>journal [1] ""Antarctic Journal of the United States""  </sub>number [1] ""4""  </sub>pages [1] ""14--17""  </sub>title [1] ""{Observations of birds and marine mammals at Palmer Station November 1985 to November 1986}""  </sub>volume [1] ""23""  </sub>year [1] ""1988""  </sub>`bdsk-url-1` [1] ""https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""heimark1988observations"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,5,12,1985,1985,2407,1,nests,ground,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,27,11,1986,1986,2560,1,nests,ground,"</sub>author [1] ""G. M. Heimark"" ""R. J. Heimark""  </sub>journal [1] ""Antarctic Journal of the United States""  </sub>number [1] ""4""  </sub>pages [1] ""14--17""  </sub>title [1] ""{Observations of birds and marine mammals at Palmer Station November 1985 to November 1986}""  </sub>volume [1] ""23""  </sub>year [1] ""1988""  </sub>`bdsk-url-1` [1] ""https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""heimark1988observations"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,adelie penguin,10,12,2011,2011,587,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,chinstrap penguin,5,1,1986,1985,1,1,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humble Island,HUMB,48.1,-64.088,-64.765,chinstrap penguin,10,12,2011,2011,0,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Humphries Heights North,HUMN,48.1,-63.862,-65.043,gentoo penguin,17,1,2020,2019,5,2,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,28,1,1983,1982,30,1,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,25,12,2006,2006,50,5,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,19,2,2008,2007,400,5,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,1,12,2008,2008,20,3,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,14,12,2010,2010,16,2,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,19,1,2013,2012,57,1,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,4,1,2015,2014,58,3,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Humphries Heights,HUMP,48.1,-63.864,-65.056,gentoo penguin,23,12,2014,2014,28,2,nests,offshore vessel,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Hunt Island,HUNT,48.1,-62.141,-64.34,chinstrap penguin,2,2,1987,1986,400,4,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Hunt Island,HUNT,48.1,-62.141,-64.34,chinstrap penguin,1,2,2020,2019,500,5,nests,offshore vessel,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Hurd Peninsula (east),HURE,48.1,-60.379,-62.695,gentoo penguin,,,1987,1987,100,3,nests,ground,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Hurd Peninsula (west),HURW,48.1,-60.406,-62.674,gentoo penguin,,,1987,1987,10,4,nests,ground,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Hurd Peninsula (west),HURW,48.1,-60.406,-62.674,gentoo penguin,8,12,2010,2010,0,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Hut Bluff,HUTB,48.1,-55.14,-61.219,chinstrap penguin,20,12,1970,1970,10810,3,nests,ground,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Hut Bluff,HUTB,48.1,-55.14,-61.219,chinstrap penguin,13,1,2020,2019,1785,1,nests,ground,"</sub>author [1] ""Noah Strycker""      ""Alex Borowicz""      ""Michael Wethington"" ""Steve Forrest""      ""Vikrant Shah""       ""Yang Liu""           [7] ""Hanumant Singh""     ""Heather J. Lynch""    </sub>doi [1] ""10.1007/s00300-020-02774-4""  </sub>journal [1] ""Polar Biology""  </sub>pages [1] ""45--56""  </sub>title [1] ""{Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019--20 census}""  </sub>volume [1] ""44""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-020-02774-4""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020fifty-year"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
