title,abstract,publication_year,doi,type,oa_url,author,topic,subfield,pdf_url,cited_by_count,id
Appropriate Location and Deployment Method for Successful Iron Fertilization,"""High nutrient, low chlorophyll (HNLC)"" regions were created by locking iron into sedimentary iron sulfides with hydrogen sulfide available from volcanic eruptions in surrounding oceans. Appropriate locations and deployment methods for the iron fertilization were far from volcanoes, earthquakes and boundaries of tectonic plates to reduce the chance of iron-locking by volcanic sulfur compounds. The appropriate locations for the large-scale iron fertilization are proposed as Shag Rocks in South Georgia and the Bransfield Strait in Drake Passage in the Southern Ocean due to their high momentum flux causing efficient iron deployment. The iron (Fe) replete compounds, consisting of natural clay, volcanic ash, agar, N2-fixing mucilaginous cyanobacteria, carbon black, biodegradable plastic foamed polylactic acid, fine wood chip, and iron-reducing marine bacterium, are deployed in the ocean to stay within a surface depth of 100 m for phytoplankton digestion. The deployment method of Fe-replete composite with a duration of at least several years for the successful iron fertilization, is configured to be on the streamline of the Antarctic Circumpolar Current (ACC). This will result in high momentum flux for its efficient dispersion on the ocean surface where diatom, copepods, krill and humpback whale stay together (~100 m). Humpback whales are proposed as a biomarker for the successful iron fertilization in large-scale since humpback whales feed on krill, which in turn feed on cockpods and diatoms. The successful large-scale iron fertilization may be indicated by the return of the humpback whales if they could not be found for a long period before the iron fertilization. On-line monitoring for the successful iron fertilization focuses on the simultaneous changes of the following two groups; the increase concentration group (chlorophyll, O2, Dissolved Oxygen (DO), Di Methyl Sulfide (DMS)) and the decrease concentration group (nitrate, phosphate, silicate, CO2, Dissolved CO2 (DCO2)). The monitoring of chlorophyll-a, nitrate phosphate, and silicate concentrations after deploying the Fe-replete complex is carried out throughout the day and night for the accurate measurement of algal blooms.",2020,https://doi.org/10.4236/ojms.2020.103012,article,http://www.scirp.org/journal/PaperDownload.aspx?paperID=100933,Tai-Jin Kim,Marine and coastal ecosystems; Oceanographic and Atmospheric Processes; Marine Biology and Ecology Research,Oceanography; Oceanography; Oceanography,http://www.scirp.org/journal/PaperDownload.aspx?paperID=100933,4,195
"Preliminary characterization and diel variation of fin whale (<i>Balaenoptera physalus)</i> downsweep calls off Isla Chañaral, northern Chile","The fin whale(Balaenoptera physalus) is a large cosmopolitan cetacean whose range covers most of the world's oceans from temperate to polar latitudes (Aguayo et al., 1998; Aguilar & García-Vernet, 2018; Edwards et al., 2015; Reeves et al., 2002). The fin whale has been classified as a Vulnerable species by the IUCN (International Union for the Conservation of Nature) and as Endangered by Chile's Ministry of the Environment (http://www.mma.gob.cl), based on the sharp reduction of its populations due to intensive commercial whaling off Chile from 1964 to 1966, and off the Antarctica Peninsula from 1911 to 1929 (Clarke et al., 1978). Today, fin whales in Chile are distributed from Antofagasta (23°29′S) to Cape Horn (56°48′S), including the Juan Fernández Archipelago (Aguayo et al., 1998; Buchan et al., 2019, 2020; Pacheco et al., 2015; Pérez et al., 2006; Sepúlveda et al., 2018; Toro et al., 2016). The fin whale populations off Chile could be part of populations migrating to the Southern Ocean, but this has not yet been determined (Buchan et al., 2019; Clarke et al., 1978). Passive acoustic monitoring (PAM) has proven to be an effective tool for the study of whales, allowing the acoustic presence of whales to be determined over long periods and in remote areas (Buchan et al., 2015, 2019; Leroy et al., 2016; Mellinger & Barlow, 2003; Širović et al., 2017; Stafford et al., 2005). Particularly, fin whales emit low frequency song and nonsong calls. Song calls are low-frequency (~20 Hz) short duration (~1 s) pulsed signals whose source level can reach up to 190 dB re: 1 μPa (Širović et al., 2007; Thompson et al. 1992). These are produced in regular sequences as triplets, pairs, or individual pulses (Archer et al., 2019; Delarue et al., 2009; Hatch & Clark, 2004; Watkins et al., 1987). These songs have been reported worldwide (e.g., Buchan et al., 2019; Castellote et al., 2012; Edds, 1988; Nieukirk et al., 2004; Širović et al., 2013; Thompson et al., 1992; Watkins, 1981; Watkins et al., 1987) and appear to be produced by males only, suggesting a reproductive purpose (Croll et al., 2002). There are indications that the intervals between song pulses and the higher frequency components of song pulses could be used to identify acoustic populations (Širović et al., 2017). Nonsong calls are often called 40 Hz calls or downsweep calls (Širović et al. 2013). Fin whale downsweeps are high intensity (>180 dB re 1 μPa) and short duration signals of higher frequency than the 20 Hz song calls (e.g., Castellote et al., 2012; Garcia et al., 2019; Miller et al., 2017, 2021; Širović et al., 2007; Weirathmueller et al., 2017; Wiggins & Hildebrand, 2020). There appears to be seasonal variation in the occurrence of downsweep calls, which are more common during the late spring and summer feeding season, by comparison to 20 Hz songs being more common during the winter (Buchan et al., 2019; Oleson et al., 2014; Širović et al., 2013; Watkins, 1981). A variety of downsweep signals have been reported in areas of high productivity, suggesting that they may be associated with foraging behavior (Boisseau et al., 2008; Castellote et al., 2012; Cummings et al., 1986; Garcia et al., 2019; Romagosa et al., 2021; Schevill, 1962; Širović et al., 2013; Watkins, 1981; Wiggins & Hildebrand, 2020). Other authors have suggested that these signals are associated with social interactions (Boisseau et al., 2008). For fin whales, Širović et al. (2013) found that the number of downsweep calls were higher during the day compared to dusk and dawn in the Bering Sea and the Gulf of California but found downsweep calls to be more common during the day and at dusk in Southern California; these authors propose that diel calling changes depending on behavior and prey preference. Fin whales aggregate to feed on euphausiids (Buchan et al., 2021) in waters surrounding Isla Chañaral off northern Chile during the austral spring. Around Isla Chañaral (29°02′S, 71°36′W; Figure 1), groups of fin whales have been observed feeding in large numbers during the austral spring, summer, and autumn (Buchan et al., 2021; Pérez et al., 2006; Sepúlveda et al., 2018; Toro et al., 2016). This study focuses on characterizing the summertime acoustic repertoire of fin whales in the waters off Isla Chañaral. Passive acoustic monitoring data were collected during two periods: November 26, 2017, to August 16, 2018 (with instrument turnover on February 14 and 15), and November 28, 2018, to April 23, 2019. The subsurface mooring was deployed at a site (29°1.305′S, 71°32.336′W) with a water column depth of 104 m, with the hydrophone at a depth of 80 m (Figure 1). An Ocean Instruments SoundTrap STD300 sound recorder with an integrated hydrophone was set to a 24 kHz sampling rate and a duty cycle of either 10 min/hr (2018) or 20 min/hr (2019). Only the austral summer months (January to April) were analyzed due to this being the season with the greatest presence of whales in the area (Sepúlveda et al., 2017). Spectrograms were created with Raven Pro 1.5 software (Center for Conservation Bioacoustics, 2014) to visually identify, manually annotate, and count the number of song and nonsong fin whale calls (Figure 2). To identify the downsweep calls of fin whales, prior descriptions of these signals in the literature were used (e.g., Boisseau et al., 2008; Garcia et al., 2019; Širović et al., 2013; Watkins, 1981). All the spectrograms were made with Hann window; FFT 16,384; 50% overlap. Annotated fin whale calls were compiled using the selection table function of Raven Pro 1.5 where the minimum frequency, maximum frequency, peak frequency, duration, and signal to noise ratio (SNR) were measured (Figure 2). The measured SNR values were analyzed using the SNR NIST Quick measurement tool of Raven 1.6. Because fin whale downsweeps are similar to other calls produced by other species, such as blue whale D-calls and sei whales downsweeps (Baumgartner et al., 2008; Ou et al. 2015), the spectrogram window length was adjusted to 60 s because there are differences that allow them to be distinguished when visualized, such as the duration of the signals. Fin whale downsweeps have a duration of about 1 s while blue whale D-calls last between 1 and 4 s and sei whale calls are around 1.4 s (Baumgartner et al., 2008; Berchok et al., 2006; Madhusudhana et al., 2009; Ou et al., 2015; Watkins, 1981). To characterize fin whale downsweeps, average frequency and temporal characteristics from the selection tables were calculated and compiled over both study periods. The peak frequency distribution and duration characteristics of the recorded signals were examined by means of histograms in MATLAB. A MATLAB function suncycle (Pawlowicz, 2009) was used to determine the sunrise and sunset based on latitude and longitude. Twilight was considered to be dawn and dusk. Dawn was defined as 30 min before and 30 min after sunrise; day was defined as the period of time between the end of dawn and the beginning of dusk; dusk was defined as 30 min before and after sunset; and night was defined as the period between the end of dusk and the beginning of dawn. To determine whether there was diel variation in calls, mean adjusted call rates (calls/hr) for the three light periods (twilight, day, and night) during 2018 and 2019 were calculated using only days with at least one detection. Because the durations of each daily period are different, the calling rates were divided by the duration of the period in hours, to obtain normalized calling rates. The data were also adjusted by subtracting the average hourly detections on a day from the hourly detections for that day, thus removing the effect of variations in daily detection rates across periods (as per Wiggins et al., 2005). The null hypothesis that the calling rate is the same for the three periods of the day was evaluated with a Kruskal-Wallis and additional pairwise Wilcoxon Rank Sum test with a Bonferroni correction (as per Leroy et al., 2016; Wiggins et al., 2005). A comparison with the literature from other areas of the world was done, specifically looking at the minimum frequency, maximum frequency, peak frequency, duration, and SNR; standard deviation was also considered (if reported) or calculated using the information provided if possible. Four hundred and eighty hours of recordings were analyzed for the 2018 period and a total of 1,103 downsweep calls were annotated, and 890 hr for the 2019 period were analyzed with 355 downsweep calls annotated. Fin whale 20 Hz song calls were not found during this analysis. All signals recorded (n = 1,458) were low frequency (<140 Hz), highly irregular calls with frequencies ranging between average minimum frequency of 48.9 ± 8.1 and average maximum frequency of 81.3 ± 11.0 Hz. The mean peak frequency was 62.1 ± 9.9 Hz and the average pulse duration was 1.0 ± 0.1 s. The mean SNR was 22.2 ± 5.5 with a range of 7.3 to 41.1 (Table 1). The peak frequencies of downsweep calls were normally distributed between 36 and 108 Hz, with maximum values between 50 and 70 Hz (Figure 3). 1,458 48.1 ± 7.4 (30.1–76.0) 51.4 ± 9.0 (27.3–76.1) 48.9 ± 8.1 (27.3–76.1) 80.6 ± 10.6 (55.2–120.2) 83.3 ± 12.1 (40.2–119.8) 81.3 ± 11.0 (40.2–120.2) 61.5 ± 9.5 (36.6–104.0) 63.9 ± 10.6 (30.7–106.9) 62.1 ± 9.9 (33.7–106.9) 1.0 ± 0.1 (0.6–1.3) 1.0 ± 0.1 (0.7–1.5) 1.0 ± 0.1 (0.6–1.5) 21.9 ± 5.5 (7.3–41.1) 22.9 ± 5.2 (8.3–37.4) 22.2 ± 5.5 (7.3–41.1) The daily calls rates ranged from 0 to 14 calls/hr for 2018 and from 0 to 9 calls/hr for 2019, with the largest calls/hr in 2018 (Figure 4). For the 2018 period, the total number of calls per month was lower at the beginning of the summer (229 calls in January) and increased by the end of that season (484 calls in April). For the 2019 period, the number of calls was higher at the beginning of the summer (273 calls in January) and decreased towards the end of the summer (19 calls in April), when few calls were detected. No clear diel calling pattern was observed. The analysis of the daily cycles during the 2018 and 2019 periods showed significant differences between day, night, and twilight periods (Kruskal Wallis test for 2018 and 2019, respectively: χ2 = 23.33 and 23.84, p = 8.59e−6 and 6.66e−6). A Wilcoxon pairwise comparison test showed significantly (p = .019) higher calling rates at night compared with during the day in 2018 (Figure 5, top panel) and in contrast, 2019 showed significantly (p = .025) higher calling rates during the day compared to at night (Figure 5, bottom panel). In both years, twilight had significantly lower calling rates than either day or twilight (p = 0.002, p = 3.3−5 for 2018) and (p = 2.9−6, p = .025 for 2019). Fin whale calls detected around Isla Chañaral had a maximum frequency below 140 Hz, with the majority of calls (n = 1,222, 83.8%) having a frequency range of 80–50 Hz; these values fall within the ranges reported by other studies (Table 2). Upon comparison with the available literature (Table 2), the frequencies of downsweeps in this study were most similar to reports from the North Atlantic (Boisseau et al., 2008; Delarue 2008), but were higher than downsweeps reported for other regions (Table 2). The duration of the downsweeps in this study, i.e., 1 s, matched descriptions by Boisseau et al. (2008) for the North Atlantic, and Širović et al. (2013) and Wiggins & Hildebrand (2020) for the North Pacific (Table 2). The downsweep frequency ranges of fin whales recorded near the Reserva Marina Isla Chañaral were similar to those found near Antarctica with a frequency range between (Miller et al., 2021). — ~0.59 ~0.73 1,283 76.2 ± 16.8 (41.3–127.2) 49.9 ± 15.1 (15.8–96.4) 0.7 ± 0.2 (0.3–1.8) 81.3 ± 11.0 (40.2–120.2) 48.9 ± 8.1 (27.3–76.1) 62.1 ± 9.9 (33.7–106.9) (Peak) 1.0 ± 0.1 (0.6–1.5) A complication in comparing these data with the literature is that frequency metrics are reported differently in different studies, some studies reported characteristics based on a very small sample size (e.g., De Vreese et al., 2017) and most authors did not report peak frequency. Considering the variation in maximum and minimum frequency measurements that may arise due to variation in the SNR of signals, we propose that peak frequency may be better conserved under SNR variations and therefore is a better parameter to describe and compare the vocal repertoire of fin whales across geographic locations. Manual detection of whale vocalizations represents a challenge for researchers in the field of bioacoustics because the selection of each signal is a slow process and influenced by analyst subjectivity. Širović (2016) found that the final result of detections from the same data set can be affected by the analyst's subjectivity in identifying vocalizations due to each analyst selecting signals according to their personal criteria and experience. The presence of blue (B. musculus) and sei (B. borealis) whales (which have occasionally been seen in the north of Chile) around Isla Chañaral makes it difficult to identify fin whale calls, but an adjustment in window size and careful checking of signals allows for better identification (Acevedo et al., 2017; Ou et al., 2015; Redaelli et al., 2022; Širović et al., 2016). Fin whale downsweeps have been reported at feeding grounds, such as in Southern California and the Bering Sea, where they peak during the northern summer, based on PAM of complete annual cycles. In the North Atlantic, fin whale downsweep signals were detected in summer in the Gulf of Maine and the Gulf of Saint Lawrence, but based only on PAM during summer months (Delarue, 2008). In the Southeast Pacific, downsweeps have been reported in the Antarctic whose characteristics are similar to those found around Isla Chañaral (Miller et al., 2017, 2021). Although there are other studies on fin whale calls in Chile, these describe only 20 Hz calls and are therefore not suitable for direct comparison (Buchan et al., 2019, 2020). In this study, we analyzed 4-month periods in two consecutive summers, so we cannot comment on the seasonal occurrence of these signals, but downsweeps were present during all months analyzed. Interestingly, downsweep occurrence increased during the summer in 2018 and decreased during the summer in 2019, possibly due to changes in prey biomass between the two summer seasons. In effect, Romagosa et al. (2021) reported a significant effect of prey biomass on fin whale downsweep production. A recent study carried out with an Acoustic Zooplankton and Fish Profiler during February 2018 and 2019 revealed a higher acoustic backscatter of zooplankton in February 2018 compared to 2019 around Isla Chañaral (Oyanadel, 2020). Romagosa et al. (2021) hypothesizes that downsweep calls could provide information to other individuals about food sources where prey is abundant. In particular around Isla Chañaral, feeding activity of fin whales on Euphasia mucronata has been reported (Buchan et al., 2021; Pérez et al., 2006; Toro et al., 2016). Širović et al. (2013) found different diel patterns for fin whale downsweeps at different areas (Gulf of California, Southern California, and the Bering Sea). Here, we found a significant difference in call rates between day and night for both study periods, but the patterns were opposite for each summer seasons. In the literature on blue whale songs, some authors have proposed that diel patterns in song are linked to changes in feeding behavior but this has not been shown for fin whale calls (Leroy et al., 2016; Stafford et al., 2005; Wiggins et al., 2005). In blue and sei whales, diel calling behavior has been identified, possibly related to prey vertical migration patterns (Baumgartner & Fratantoni, 2008; Leroy et al., 2016; Stafford et al., 2005; Wiggins et al., 2005). More studies are needed to determine the behavioral context of fin whale downsweep calls and understand variations in call rates in response to environmental changes and social interactions. This is one of the first studies to describe the downsweep calls of fin whales in the Southeast Pacific. This characterization can serve as a basis for long-term PAM studies of these signals with automated detection techniques. We hope that future research will focus on achieving better characterizations of these signals globally and in the Southern Hemisphere, and a better understanding of their function. Maximiliano Vega Cortés: Formal analysis; investigation; methodology; software; validation; visualization; writing – original draft; writing – review and editing. Susannah J Buchan: Conceptualization; data curation; funding acquisition; investigation; methodology; resources; supervision; validation; writing – original draft; writing – review and editing. Carlos Olavarria: Conceptualization; funding acquisition; investigation; methodology; project administration; resources; supervision; writing – review and editing. Marcel Ramos: Methodology; supervision; writing – review and editing. Maria Valladares: Methodology; writing – review and editing.",2023,https://doi.org/10.1111/mms.13038,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mms.13038,Maximiliano Vega; Susannah J. Buchan; Carlos Olavarría; Marcel Ramos; María Valladares,Marine animal studies overview; Animal Vocal Communication and Behavior; Underwater Acoustics Research,Ecology; Developmental Biology; Oceanography,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mms.13038,3,196
Drone‐Based Photogrammetry Provides Estimates of the Energetic Cost of Migration for Humpback Whales Between Antarctica and Colombia,"ABSTRACT Monitoring the body condition of animals offers insights into their energetic needs, prey consumption, and vulnerability to environmental pressures. Southern hemisphere humpback whales ( Megaptera novaeangliae ) depend on Antarctic krill for their annual energy requirements. Drone‐based photogrammetry was used to assess the energetic cost of migration and reproduction for breeding stock G humpback whales. Body measurements of 103 adult whales (2017–2019) were used to estimate body condition in Colombia (breeding ground) and the Western Antarctic Peninsula (feeding ground) and seasonal change was predicted. Humpback whales reached their peak body condition between early March and late May, and their lowest between late August and early December. The change in body condition was converted into losses of blubber volume, mass, lipid, energy, and ultimately the biomass of krill required to cover migration. On average, an adult humpback whale lost 36 percentage points of its body condition over the migration, equivalent to 12 m 3 or 11,000 kg of blubber tissue, 5000 kg of lipid, 196,000,000 kJ or 57,000 kg of Antarctic krill. By linking migration and reproductive energy costs to krill biomass, our findings provide critical ecological context for understanding how environmental changes such as krill population fluctuations could impact whale populations.",2025,https://doi.org/10.1111/mms.70048,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mms.70048,Alexandre Bernier‐Graveline; Susan Bengtson Nash; K. C. Bierlich; Ari S. Friedlaender; David W. Johnston; Juliana Castrillón; Natalia Botero‐Acosta; Susana Caballero; Fredrik Christiansen,Marine animal studies overview; Arctic and Antarctic ice dynamics; Aerospace Engineering and Energy Systems,Ecology; Atmospheric Science; Aerospace Engineering,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mms.70048,1,197
A New Neutron Monitor at the Juan Carlos I Spanish Antarctic Station (Livingston Island-Antarctic Peninsula),"A new neutron monitor was installed at Juan Carlos I Spanish Antarctic Base (S $62^{\circ}$ $39^{'}$ $46^{''}$, W $60^{\circ}$ $23^{'}$ $20^{''}$, 12 m asl) last January 2019. The Base is located at Livingston Island (South Shetland Archipelago) close to the Antarctic Peninsula. The vertical rigidity cut-off for this new station is estimated as 3.52 GV. This new station (Antarctic Cosmic Ray Observatory) is composed by a BF3-based 3NM64 (ORCA) and 3 bare BF3 counters (ORCB). The neutron monitor is complemented by a muon telescope sharing a common room in a single stack. ORCA and ORCB with the Castilla-La Mancha neutron monitor (CaLMa) are the Spanish contribution to the Neutron Monitor Data Base. Juan Carlos I Base is a summer station, that that it operates only during the antarctic summer. This affects to communications and data transmission implying two different modes of data transmission, one minute resolution data and almost real time in summer and one hour resolution data that is sent once a day. Nevertheless, data with one minute resolution is stored in a NAS hard drive system along the year. First measurements and future plans are presented in this work.",2019,https://doi.org/10.22323/1.358.1060,article,https://pos.sissa.it/358/1060/pdf,J. J. Blanco; Oścar García Población; José Ignacio García Tejedor; J. Medina; Manuel Prieto; Alejandro López-Comazzi; Sindulfo Ayuso; R. Gómez‐Herrero; C. T. Steigies,Astrophysics and Cosmic Phenomena; Ionosphere and magnetosphere dynamics; Dark Matter and Cosmic Phenomena,Nuclear and High Energy Physics; Astronomy and Astrophysics; Nuclear and High Energy Physics,https://pos.sissa.it/358/1060/pdf,4,198
"Eocene Basilosaurid Whales from the La Meseta Formation, Marambio (Seymour) Island, Antarctica","Basal fully aquatic whales, the basilosaurids are worldwide known from Bartonian—Priabonian localities, indicating that this group was widely distributed during the late middle Eocene. In the Northern Hemisphere, fossils of basilosaurids are abundant, while records in the Southern Hemisphere are scarce and, in some cases (i.e., Antarctica), doubtful. The presence of basilosaurids in Antarctica was, until now, uncertain because most of the records are based on fragmentary materials that preclude an accurate assignment to known archaeocete taxa. Here we report the findings of mandibles, teeth, and innominate bone remains of basilosaurids recovered from the La Meseta Formation (TELM 4 Lutetian—Bartonian and; TELM 7 Priabonian), in Marambio (Seymour) Island (James Ross Basin, Antarctic Peninsula). These findings confirm the presence of Basilosauridae in the marine realm of Antarctica, increasing our knowledge of the paleobiogeographic distribution of basilosaurids during the middle—late Eocene. In addition, one of these records is among the oldest occurrences of basilosaurids worldwide, indicating a rapid radiation and dispersal of this group since at least the early middle Eocene.El registro fósil de los basilosáuridos está bien documentado durante el Bartoniano—Priaboniano en varias localidades del mundo, lo cual indica que este grupo estaba ampliamente distribuido durante el Eoceno medio tardío. En el Hemisferio Norte, el registro fósil de este grupo es abundante, a diferencia de lo que ocurre en el Hemisferio Sur donde es escaso y, en algunos casos (i.e., Antártida), dudoso. La presencia de basilosáuridos en Antártida es incierta ya que la mayoría de los registros están basados en materiales fragmentarios, lo cual imposibilita su asignación a algún grupo de arqueocetos. En la presente contribución se describen restos de basilosáuridos correspondientes a mandíbulas, dientes aislados y un hueso pélvico, recuperados de la Formación La Meseta (TELM 4 Lutetiano—Bartoniano; TELM 7 Priaboniano), Isla Marambio (Seymour), (Cuenca James Ross, Península Antártica). Este hallazgo confirma la presencia de Basilosauridae en la Antártida, contribuyendo al conocimiento de la distribución paleobiogeográfica de este grupo durante el Eoceno medio—tardío. Finalmente, uno de estos registros se encuentra entre los basilosáuridos más antiguos conocidos, indicando un rápida radiación y dispersión de este grupo al menos desde el Eoceno medio temprano.",2016,https://doi.org/10.5710/amgh.02.02.2016.2922,article,https://bioone.org/journals/ameghiniana/volume-53/issue-3/AMGH.02.02.2016.2922/Eocene-Basilosaurid-Whales-from-the-La-Meseta-Formation-Marambio-Seymour/10.5710/AMGH.02.02.2016.2922.pdf,Mónica R. Buono; Marta Fernández; Marcelo Reguero; Sergio A. Marenssi; Sergio Santillana; Thomas Mörs,Paleontology and Evolutionary Biology; Marine animal studies overview; Evolution and Paleontology Studies,Paleontology; Ecology; Paleontology,https://bioone.org/journals/ameghiniana/volume-53/issue-3/AMGH.02.02.2016.2922/Eocene-Basilosaurid-Whales-from-the-La-Meseta-Formation-Marambio-Seymour/10.5710/AMGH.02.02.2016.2922.pdf,31,199
Trophodynamic effects of climate change-induced alterations to primary production along the western Antarctic Peninsula,"Under climate change, alterations in primary production and concomitant changes in community dynamics are expected in many marine ecosystems. We used an Ecopath with Ecosim (EwE) marine ecosystem model of the western Antarctic Peninsula to simulate effects on the food web based on proposed changes in the primary production regime expected as a result of climate change. Scenarios for trophic modeling are based on published results from coupled high-resolution regional ocean sea-ice and ice-shelf models, which consider alterations in water circulation from westerly wind intensification, increases in circumpolar deep water upwelling, iron upwelling, and decreases in sea-ice extent. Modeling scenarios included 6, 15, and 41% increases in phytoplankton production with equivalent percentage decreases in ice algal production, and 1 scenario with 15% increase for phytoplankton with no change for ice algae. These scenarios were achieved through linear forcing functions within the EwE software. We framed ecosystem changes in terms of biomass, species diversity, mean trophic level, trophodynamics, and network metrics. Simulations revealed that in each scenario, mean trophic level increased, species diversity generally decreased, and energetic pathways were reorganized. Modeled changes in the planktonic invertebrate assemblage include changes in 2 key competitors, krill and salps. For example, model results predict declines in krill biomass with concomitant increases in salp biomass. In all scenarios that assumed a negative change in ice-algae production rates due to sea-ice habitat loss, whale, seal, and penguin populations were negatively affected. Changes in ecosystem structure in this sensitive region may serve as an indicator of changes expected in the Southern Ocean.",2017,https://doi.org/10.3354/meps12100,article,NA,PM Suprenand; CH Ainsworth,Ocean Acidification Effects and Responses; Marine and fisheries research; Marine and coastal ecosystems,Oceanography; Global and Planetary Change; Oceanography,NA,37,200
Living under their boats: a strategy for southern sealing in the nineteenth century – its history and archaeological potential,"During the nineteenth century, sealers working in the Southern Ocean around Antarctica had several strategies for gathering seal skins and oil. Where seals were abundant and a long period ashore was required to exploit them, a stone shelter was often constructed or a cave was occupied. Where fewer seals were seen, and where accessible beaches were very small, sealers went ashore by whale boat and slept under the upturned boat for the short period needed to kill the seals. Living under upturned boats was also a practice used by crews of wrecked sealing ships; boats provided short-term shelter in emergencies, and also when sealers travelled to secure food or other resources to survive. The paper looks at the background of this strategy, the historical sources describing life under the boats and the experiences of the sealers involved. It then uses a series of models to hypothesise what the archaeological evidence of boat camps might look like. Finally, this paper describes two archaeological sites in the South Shetland Islands that display characteristics of boat camps, and suggests that further surveys for boat camp sites in the Antarctic and sub-Antarctic regions are needed in future.",2018,https://doi.org/10.1080/2154896x.2018.1468606,article,NA,Michael Pearson,Polar Research and Ecology; Historical and Cultural Archaeology Studies; Maritime and Coastal Archaeology,Ecology; Anthropology; Archeology,NA,6,201
Fossil proxies of near-shore sea surface temperatures and seasonality from the late Neogene Antarctic shelf,NA,2013,https://doi.org/10.1007/s00114-013-1075-9,article,NA,Nicola Clark; Mark Williams; Daniel J. Hill; Patrick G. Quilty; John L. Smellie; Jan Zalasiewicz; Melanie J. Leng; Michael A. Ellis,Geology and Paleoclimatology Research; Methane Hydrates and Related Phenomena; Isotope Analysis in Ecology,Atmospheric Science; Environmental Chemistry; Ecology,NA,13,202
Short Communication: Lateralised lungefeeding behaviour in Southern Hemisphere fin whales at Antarctic feeding grounds,"Balaenopterids use dynamic feeding lunges to capture prey, often performing roll manoeuvres which may demonstrate a side preference or laterality. In this study, we use aerial video footage of fin whales (Balaenoptera physalus) feeding at Elephant Island, Antarctica, to investigate laterality in the Southern Hemisphere fin whale subspecies B. p. quoyi. Right‐biased lateralisation was observed in all 63 recorded side lunges, 57 of which displayed visible lunge directions, the majority being clockwise (98.3%). These results complement existing information on lateralised feeding behaviour in Northern Hemisphere fin whales, confirming a strong right‐sided bias across the different fin whale subspecies.",2024,https://doi.org/10.47536/jcrm.v25i1.947,article,https://journal.iwc.int/index.php/jcrm/article/download/947/756,Alexander Nicolas Rychwalski; Helena Herr,Marine animal studies overview; Hemispheric Asymmetry in Neuroscience; Animal Vocal Communication and Behavior,Ecology; Cognitive Neuroscience; Developmental Biology,https://journal.iwc.int/index.php/jcrm/article/download/947/756,1,203
Expedition Diary: The Voyage to Antarctica,NA,2017,https://doi.org/10.1007/978-3-319-67268-7_3,book-chapter,NA,Mary R. Tahan,Polar Research and Ecology,Ecology,NA,2,204
Categorical data analysis using discretization of continuous variables to investigate associations in marine ecosystems,"Abstract Understanding and predicting interactions between predators and prey and their environment are fundamental for understanding food web structure, dynamics, and ecosystem function in both terrestrial and marine ecosystems. Thus, estimating the conditional associations between species and their environments is important for exploring connections or cooperative links in the ecosystem, which in turn can help to clarify such directional relationships. For this purpose, a relevant and practical statistical method is required to link presence/absence observations with biomass, abundance, and physical quantities obtained as continuous real values. These data are sometimes sparse in oceanic space and too short as time series data. To meet this challenge, we provide an approach based on applying categorical data analysis to present/absent observations and real‐number data. The real‐number data used as explanatory variables for the present/absent response variable are discretized based on the optimal detection of thresholds without any prior biological/ecological information. These discretized data express two different levels, such as large/small or high/low, which give experts a simple interpretation for investigating complicated associations in marine ecosystems. This approach is implemented in the previous statistical method called CATDAP developed by Sakamoto and Akaike in 1979. Our proposed approach consists of a two‐step procedure for categorical data analysis: (1) finding the appropriate threshold to discretize the real‐number data for applying an independent test; and (2) identifying the best conditional probability model to investigate the possible associations among the data based on a statistical information criterion. We perform a simulation study to validate our proposed approach and investigate whether the method's observation includes many zeros (zero‐inflated data), which can often occur in practical situations. Furthermore, the approach is applied to two datasets: (1) one collected during an international synoptic krill survey in the Scotia Sea west of the Antarctic Peninsula to investigate associations among krill, fin whale ( Balaenoptera physalus ), surface temperature, depth, slope in depth (flatter or steeper terrain), and temperature gradient (slope in temperature); (2) the other collected by ecosystem surveys conducted during August–September in 2014–2017 to investigate associations among common minke whales, the predatory fish Atlantic cod, and their main prey groups (zooplankton, 0‐group fish) in Arctic Ocean waters to the west and north of Svalbard, Norway. The R code summarizing our proposed numerical procedure is presented in S4S1.",2024,https://doi.org/10.1002/env.2867,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/env.2867,Hiroko Kato Solvang; Shinpei Imori; Martin Biuw; Ulf Lindstrøm; Tore Haug,Bayesian Modeling and Causal Inference; Marine and fisheries research; Statistical Methods and Applications,Artificial Intelligence; Global and Planetary Change; Statistics and Probability,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/env.2867,2,205
